Title,Abstract,True_LCSH,Predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
the further adventures of spider : west african folktales,"presents abridged versions of three previously-published tales of clever and crafty spider, also called anansi",tales; anansi (legendary character),"Anansi, Folklore, West Africa, Spider, African tales, Trickster literature","Anarsia,Folklore,Africa, West,Spiders,Short stories, African,Tricksters in literature",0.00,0.00,0.00,0.41,8.00
"ghost-seers, detectives, and spiritualists : theories of vision in victorian literature and science","""this is an original study of the narrative techniques that developed for two very popular forms of fiction in the nineteenth century - ghost stories and detective stories - and the surprising similarities between them in the context of contemporary theories of vision and sight srdjan smajić argues that to understand how writers represented ghost-seers and detectives, the views of contemporary scientists, philosophers, and spiritualists with which these writers engage have to be taken into account: these views raise questions such as whether seeing really is believing, how much of what we 'see' is actually only inferred, and whether there may be other (intuitive or spiritual) ways of seeing that enable us to perceive objects and beings inaccessible to the bodily senses this book will make a real contribution to the understanding of victorian science in culture, and of the ways in which literature draws on all kinds of knowledge""--provided by publisher","english literature; visual perception in literature; vision in literature; ghost stories, english; detective and mystery stories, english; literature and science","Victorian literature, Victorian science, Detective and mystery stories, Ghost stories, Vision, Perception, Spiritualism, Science and culture, Literature and science, 19th century","British literature,Wallpaper, Victorian,Detective and mystery stories,Ghost stories,Vision,Perception,Spiritualism,Science in popular culture,Literature and science,19th century",0.43,0.27,0.49,0.63,11.00
the southern garden poetry society : literary culture and social memory in guangdong,"what has traditionally been the main matter explored by cantonese literati? oceanic elements and riparian scenes contrasted with rock formations; a love for the exotic, especially local plants, products, and lore;daoist transcendentalism; and a fierce pride in being culturally authentic chinese the southern garden poetry society in guangzhou was the only major literary club in chinese history to be periodically reconvened over the ming, qing, and republican eras beginning with an examination of its five founding members during the yuan/ming period, in particular sun fen (1335-1393), the author traces the various elements of this southern muse that became embodied in later cantonese poetry, further examining the issue of social memory through later reconvenings of the society","chinese poetry; poets, chinese","literary societies, poetry, Chinese literature, Guangdong (China), social memory, cultural identity, Chinese poetry, Southern Garden Poetry Society, Chinese poetry society, Ming dynasty, Qing dynasty, Republican era (China)","Societies in literature,Poetry,Chinese literature,Guangdong Sheng (China),Memory in adolescence,Cultural awareness,Chinese poetry,Garden writing,Poets, Chinese,Ming dynasty, 1368-1644,Qingdao (China),Manchuria (China)",1.00,0.21,0.62,0.61,14.00
juliet was a surprise : stories,ten short stories about the role of perspective in understanding events even when it comes to the simplest of truths,canadian fiction,"Short stories, Perspective, Truth, Juliet (character)","Short stories,Perspective,Truth,Parolles (Fictitious character : Shakespeare)",0.00,0.00,0.00,0.24,4.00
silent films in st augustine,"before hollywood, when america's rising motion picture industry was based on the east coast, early film stars like rudolph valentino, ethel barrymore, and oliver hardy made movies in st augustine, florida silent films in st augustine tells stories of the leading film producers and actors who escaped new york winters--and kept the studio doors open--in st augustines sunshine and warm weathermore than 120 films were made in st augustine from 1906 to 1926 by film companies such as thanhouser, lubin, eclair, pathe, edison, and vitagraph the first full-length frankenstein movie, life without soul, was shot in st augustine theda bara became a ""vamp"" sensation for her role in a fool there was sidney drew acted in the gender-bending a florida enchantment noted directors edwin s porter, maurice tourneur, sidney olcott, and george fitzmaurice also set up shop in the beach townfilmmakers used st augustines striking architecture to create backdrops for movies set in exotic foreign locales the famous castillo de san marcos fort, the stone houses on the narrow streets, and henry flagler's spanish renaissance palace hotels were reimagined as spain, italy, france, egypt, arabia, south africa, brazil, and hawaii residents of st augustine loved seeing film teams in action on their streets and would gather around the camera to watch the actors and marvel at the outlandish costumesdescribing the lavish sets, theatrical action, and new york movie personalities that filled st augustine, this book evokes an intensely creative time and place in the history of american moviemaking thomas graham is professor emeritus of history at flagler college he is the author of several books including mr flagler's st augustine",motion picture industry; silent films,"motion pictures, film industry, silent films, st augustine, florida, history of film, united states","Motion pictures,Motion picture industry,Silent films,Saint Augustine (Fla.),Florida,Historical films,United States",1.00,0.29,1.00,0.54,7.00
a load of hooey : a collection of new short humor fiction,"collects humorous and absurd stories, vignettes, and unclassifiable prose pieces odenkirk presents a spleen-bursting omnibus that ranges from absurdist monologues to intentionally bad theater' from avant-garde fiction to free-verse poetry",american wit and humor; humorous stories,"Humor, Short stories, American wit and humor, Absurdist literature, American literature, Short story collections","Humor,Short stories,American wit and humor,Absurd (Philosophy) in literature,American literature,Titles of short stories",0.50,0.17,0.63,0.60,6.00
after the carnage,"a single mother resorts to extreme measures to protect her young son a nigerian student undertakes a united nations internship in the hope of a better future a recently divorced man starts a running group with members of an online forum for recovering addicts ranging from new york to istanbul, from pakistan to australia, these unforgettable stories chart the distances in their characters' lives - whether they have grown apart from the ones they love, been displaced from their homeland, or are struggling to reconcile their dreams with reality",short stories,"Family secrets, Families, Mothers and sons, Single mothers, United Nations, Interns, Internship, Addiction, Recovery, Divorce, Long distance relationships, Displaced persons, Refugees, Emigration and immigration, Psychological fiction, Short stories","Family secrets,Families,Mothers and sons,Single mothers,United Nations,Interns,Internship programs,Drug addiction,Recovery,Divorce,Long-distance relationships,Internally displaced persons,Refugees,Emigration and immigration,Psychological fiction,Short stories",1.00,0.06,0.39,0.25,16.00
melville in love : the secret life of herman melville and the muse of moby-dick,"herman melville's epic novel moby-dick was a spectacular failure when it was first published in 1851, effectively ending its author's rise to literary fame he never recovered from the setback, and because he did not make much effort to preserve his legacy, we know very little about him, and even less about what he called his ""wicked book"" now, pulitzer prize finalist michael shelden sheds light on this literary mystery to tell the story of melville's passionate, obsessive, and clandestine affair with a married woman named sarah morewood, whose libertine impulses encouraged and sustained melville's own in his research, shelden discovered unexplored documents suggesting that, in their shared resistance to the ""iron rule"" of social conformity, sarah and melville had forged an illicit and enduring romantic and intellectual bond emboldened by the thrill of courting sarah in secret, the pleasure of falling in love, and the excitement of spending time with literary luminaries like dr oliver wendell holmes and nathaniel hawthorne, melville found the courage to take the leap from light works of adventure to the hugely brilliant, utterly subversive moby-dick--adapted from dust jacket","novelists, american","Herman Melville, Moby Dick, American literature, Love, Romance, Adultery, Women authors, Social conformity, Intellectual history","Melville family,Selkups,American literature,Love,Romance,Adultery,Women authors,Social norms,Intellectual history",0.00,0.00,0.00,0.37,9.00
"a summer of hummingbirds : love, art, and scandal in the intersecting worlds of emily dickinson, mark twain, harriet beecher stowe, and martin johnson heade","a surprising and scandalous story of how the interaction within a group of exceptional and uniquely talented characters shaped and changed american thought at the close of the civil war benfey takes the seemingly arbitrary image of the hummingbird and traces its ""route of evanescence"" as it travels in circles to and from the creative wellsprings of the age: from the naturalist writings of abolitionist thomas wentworth higginson to the poems of his wayward pupil emily dickinson; into the mind of henry ward beecher and within the writings and paintings of his famous sister, harriet beecher stowe a summer of hummingbirds unveils how, through the art of these great thinkers, the hummingbird became the symbol of an era, an image through which they could explore their controversial (and often contradictory) ideas of nature, religion, sexuality, family, time, exoticism, and beauty--from amazoncom",women and literature; literature and society; literature and history,"American literature, Hummingbirds, Dickinson, Emily, Twain, Mark, Stowe, Harriet Beecher, Johnson Heade, Martin, Higginson, Thomas Wentworth, Civil War, American thought, Abolitionists, Nature, Religion, Sexuality, Art, Literature, 19th century","American literature,Hummingbirds,Bennett Spring,Affray,Mark Twain Prize for American Humor,Eye contact,Stowe (England),Harriet Tubman Day,Johnson Point,House martin,Tarpleywick,Wentworth Woodhouse,Civil war,American Dream,Abolitionists,Nature,Religion,Sexual orientation,Art,Literature,19th century",0.00,0.00,0.00,0.29,21.00
colonial christmas brides : four romances glow from the windows of old williamsburg and jamestown,"for colonial settlers in jamestown and williamsburg who were enduring the hardships of carving a home out of the wilderness, christmas was a reminder of where they came from and their hopes for the future but for some, finding the faith and joy necessary for celebration is a daunting task can these lonely souls overcome despair, loss, disappointment and grief, and open their hearts to the gift of love at christmastide?",christian life; christmas stories; large type books,"Christmas, Virginia -- History, Jamestown (Va.) -- History, Williamsburg (Va.) -- History, Colonial period, Christmas, Love stories, Romance fiction, Virginia -- Social life and customs","Christmas,Virginia,Jamestown (Va.),Williamsburg (Va.),Colonial influence,Christmas,Stories,Romance fiction,Virginia",0.00,0.00,0.00,0.34,7.00
landscape and culture : cross-linguistic perspectives,"""the relationship between landscape and culture seen through language is an exciting and increasingly explored area this ground-breaking book contributes to the linguistic examination of both cross-cultural variation and unifying elements in geographical categorization the study focuses on the contrastive lexical semantics of certain landscape words in a number of languages the aim is to show how geographical vocabulary sheds light on the culturally - and historically - shaped ways people see and think about the land around them notably, the study presents landscape concepts as anchored in a human-centred perspective, based on our cognition, vision, and experience in places the natural semantic metalanguage (nsm) approach allows an analysis of meaning which is both fine-grained and transparent the book is aimed, first of all, at scholars and students of linguistics yet it will also be of interest to researchers in geography, environmental studies, anthropology, cultural studies, australian studies, and australian aboriginal studies because of the book's cultural take""-- provided by publisher",language and culture; geographical perception; sapir-whorf hypothesis,"Landscape, Cultural studies, Lexical semantics, Language and culture, Geographic terminology, Cognitive anthropology, Environmental studies, Anthropology, Cultural geography","Landscape changes,Cross-cultural studies,General semantics,Language and culture,Geographical distribution,Communication in anthropology,Environmental reporting,Anthropology,Cultural geography",0.33,0.11,0.30,0.52,9.00
english as a foreign language teachers' tpack : emerging research and opportunities,"""this book explores the concept of tpack in terms of education in general and language teaching in particular it will assist efl teachers, both in-service and pre-service professionally and arms them to bravely and confidently enter the 21st century classes""--provided by publisher",english language; english language; pedagogical content knowledge,"english language; foreign speakers, teachers; professional development, education, technology and education, classroom environment, 21st century","Spoken English,Teacher educators,Education,High technology and education,Classroom environment,21st century",0.00,0.00,0.00,0.45,6.00
"demosthenes' ""on the crown"" : rhetorical perspectives","""translation of demosthenes' oration ""on the crown,"" with rhetorical analyses based on four principles laid out by aristotle in his ""rhetoric"": ethos, pathos, logos, and lexis""-- provided by publisher","rhetoric, ancient; oratory, ancient","Demosthenes, Oratory, Rhetoric, Aristotle, Greek oratory, Athens (Greece) Politics and government","Nettles,Oratory,Rhetoric,Arion empiricorum,Translating into Greek,Independence Day (Greece)",0.67,0.33,0.61,0.56,6.00
the best american science fiction and fantasy 2015,"""science fiction and fantasy enjoy a long literary tradition, stretching from mary shelley, h g wells, and jules verne to ray bradbury, ursula k le guin, and william gibson in the best american science fiction and fantasy award-winning editor john joseph adams delivers a diverse and vibrant collection of stories published in the previous year featuring writers with deep science fiction and fantasy backgrounds, along with those who are infusing traditional fiction with speculative elements, these stories uphold a longstanding tradition in both genres - looking at the world and asking, what if ?""--provided by publisher","science fiction, american; fantasy fiction, american; short stories, american","American fiction, Science fiction, Fantasy, Literary awards, Speculative fiction, Short stories, Anthologies","American fiction,Science fiction,Fantasy,Awards in literature,Speculative fiction,Short stories,Anthologies",0.50,0.29,0.48,0.72,7.00
gender and the rhetoric of modernity in spanish america : 1850-1910,the author examines the work of both male and female writers to show how nineteenth-century discourses of modernity and gender overlapped and shaped each other in the spanish-colonized americas,"rhetoric; gender identity; latin american literature; philosophy, modern","Spanish America, Modernity, Rhetoric, Women authors, Literature, 19th century, Gender identity, Spanish colonies, Latin American literature","Spanish Americans,Amateurism,Rhetoric,Women authors,Literature,19th century,Gender identity,Spanish colony, 1565-1763,Latin American literature",0.60,0.30,0.91,0.60,10.00
the language of humor : an introduction,"""introduction: much of today's communication is carried out through various kinds of humor, and we therefore need to be able to understand its many aspects written by two of the world's leading pioneers in humor studies, alleen and don nilsen explore how humor can be explained across the numerous sub-disciplines of linguistics drawing on examples from language play and jokes in a range of real-life contexts, such as art, business, marketing, comedy, creative writing, science, journalism, and politics, the authors use their own theory of 'features, functions, and subjects of humor' to analyze humor across all disciplines each highly accessible chapter uses a rich array of examples to stimulate discussion and interaction even in large classes supplemental powerpoints to accompany each of the twenty-five chapters are available online, taking many of the insights from the chapters for further interactional discussions with the students"" -- provided by publisher",wit and humor; wit and humor,"Humor, Language and languages, Communication, Linguistics, Jokes, Comedy, Creative writing, Business communication, Marketing, Journalism, Politics, Psychology","Humor,Language and languages,Communication,Linguistics,Practical jokes,Comedy,Creative writing,Business communication,Marketing,Journalism,Politics and government,Psychology",0.00,0.00,0.00,0.38,12.00
the cambridge history of french literature,"""from occitan poetry to francophone writing produced in the caribbean and north africa, from intellectual history to current films, and from medieval manuscripts to bandes dessine;es, this history covers french literature from its beginnings to the present day with equal attention to all genres, historical periods and registers, this is the most comprehensive guide to literature written in french ever produced in english, and the first in decades to offer such an array of topics and perspectives contributors attend to issues of orality, history, peripheries, visual culture, alterity, sexuality, religion, politics, autobiography and testimony the result is a collection that, despite the wide variety of topics and perspectives, presents a unified view of the richness of french-speaking cultures this history gives support to the idea that french writing will continue to prosper in the twenty-first century as it adapts, adds to, and refocuses the rich legacy of its past""-- provided by publisher",french literature,"French literature, French language and literature, Literature, French-speaking countries, Caribbean literature, African literature, Literature and society, Literary history, Literary genres, Literary criticism, Cultural studies","French literature,French language in literature,Literature,French-speaking countries,Caribbean literature,African literature,Literature and society,Literary history,Fiction genres,Criticism, Personal, in literature,Cross-cultural studies",1.00,0.08,0.27,0.56,13.00
"exploring literacies : theory, research and practice","""exploring literacies: theory, research and practice is a guide to research and debate in the field of literacies education the book traces three possible pathways through the vast terrain of research and practice section 1 introduces five orientations to the teaching of literacy and explores the role of literacy in human societies over time, including the development and teaching of specialised fields of knowledge section 2 examines the teaching and learning of literacies across the human lifespan, including the foundations of literacy in early childhood, the link between literacy and learning of educational knowledge during the school years, and the literacy demands of adult life section 3 reviews a range of methods used to research literacy in social contexts in general and in education in particular this section concludes with the voices of literacy researchers describing first-hand their literacy research experiences with a detailed overview of the research field of literacy teaching, development and professional research, this book will be invaluable for teacher educators and students of education, tesol, literacy or applied linguistics""-- provided by publisher",applied linguistics,Literacy; Education; Language and languages; Language and education; Language acquisition; Teaching; Adult education; Childhood; Lifelong learning,Study and teaching (Early childhood),0.00,0.00,0.00,0.23,1.00
tobey maguire,"a biography of the actor who has achieved fame for his leading roles in such movies as ""the cider house rules"" and ""spider-man""",actors,"Biography, Actors, Motion picture actors and actresses, Tobey Maguire","Biography,Actors,Motion picture actors and actresses,Miss Baker (Monkey)",1.00,0.25,0.43,0.62,4.00
fine,"fine shines a light into the quiet corners of human life by observing the traumas, doubts and isolation of its characters, the book reveals the strength and fragility of people and relationships these stories explore the silent sorrows, desires and regrets that we choose to hide when we say that we are 'fine' as they describe moments big and small in the lives of ordinary people, they invite us to think about who we are when no one is looking by illuminating these quiet moments in ordinary lives, michelle wright follows in a tradition which includes olga masters, amy witting and alice munro many of these stories have won australian and international awards, and this collection was shortlisted for the victorian premier's award for an unpublished manuscript",australian fiction; short stories,"Short stories, Australian fiction, Human relationships, Mental health, Isolation, Trauma, Psychological fiction, Women authors, Literary awards","Short stories,Australian fiction,Man-man relationships,Mental health,Isolation,Traumatic shock,Psychological fiction,Women authors,Awards in literature",1.00,0.22,0.42,0.45,9.00
evolution and imagination in victorian children's literature,"""evolutionary theory sparked numerous speculations about human development, and none was so ardently embraced as the idea that children are animals recapitulating the ascent of the species after darwin's origin of species, scientific, pedagogical, and literary works featuring beastly babes and wild children interrogated how our ancestors evolved and what children must do in order to repeat this murky course to humanity exploring fictions by rudyard kipling, lewis carroll, frances hodgson burnett, charles kingsley, and margaret gatty, jessica straley argues that victorian children's literature not only adopted this new taxonomy of the animal child, but also suggested ways to complete his/her evolution in the midst of debates about elementary education and the rising dominance of the sciences, children's authors plotted miniaturized evolutions for their protagonists and readers, and, more pointedly, proposed that the decisive evolutionary leap for both our ancestors and ourselves is the advent of the literary imagination""-- provided by publisher","children's literature, english; evolution (biology) in literature; imagination in literature","Evolution; Children's literature; Victorian literature; Literary evolution; Darwin, Charles; Imagination; Education, Elementary; Science; Child development; Anthropology, social; Anthropomorphism; Fables; Fantasy","Evolution (Biology) in literature,Imagination (Philosophy),Educational anthropology,Psychoanalysis and folklore",0.25,0.25,0.50,0.63,4.00
monty python's flying circus : all the bits : complete and annotated,"here are the complete scripts for every one of the 45 episodes of monty python's flying circus and some of the most entertaining writing to have gone into television anywhere; every silly set-up, every clever conceit, every snide insult and saucy aside from these now classic skits, including the ministry of silly walks, the dead parrot, and more",television comedies,"Television scripts, Monty Python's Flying Circus, Sketch comedy, British wit and humor, Satire","Television scripts,Friday the 13th films,Comedy sketches,English wit and humor,Satire",0.00,0.00,0.00,0.51,5.00
red hunters and the animal people,twelve tales relate the customs and beliefs of the dakota indians especially as these were reflected in their attitudes towards hunting and animals,dakota indians,"Dakota Indians, Hunting, Animal welfare, Folklore, Ethnology","Dakota Indians,Hunting,Animal welfare,Folklore,Ethnology",1.00,0.20,0.39,0.40,5.00
"the end of journalism : industry, technology and politics","this book offers an international perspective on the current and future state of contemporary news-making the thirteen contributors explore how evolving conditions and technologies of production and reception are changing the practices of journalism across the world: from britain to latin america, from the united states to china the essays examine the role of the journalist in the era of mobile journalism, online journalism and citizen journalism, and ask how our understanding of journalism has changed and will continue to change in response to the rise of the blog, the camera phone and new modes of broadcast and publication finally, the volume asks how a new kind of journalist might continue to act as the mediator between people and power in a modern democratic state",journalism; journalism; journalism,"journalism, mass media, communication, media industry, political science, democracy, news, journalism, media studies, mass communication, political culture, information technology, digital media, online journalism, citizen journalism, mobile journalism","Journalism,Mass media,Communication,Media enterprises,Political science,Democracy,Fake news,Journalism,Mass media and education,Communication in mass media,Political culture,Information technology,Digital media,Online journalism,Citizen journalism,Online journalism",1.00,0.07,0.33,0.54,14.00
comic connections reflecting on women in popular culture,"""this book is intended to be both an introduction to comics as well as a text for specific, ready-to-use activities that instructors can immediate use""-- provided by publisher","comic books, strips, etc; graphic novels; women superheroes in literature","comics, women in popular culture, women's studies, popular culture","Comics,Women in popular culture,Women's studies,Popular culture",0.00,0.00,0.00,0.53,4.00
language in immigrant america,"""exploring the complex relationship between language and immigration in the united states, this timely book challenges mainstream, historically established assumptions about american citizenship and identity set within both a historical and a current political context, this book covers hotly debated topics such as language and ethnicity, the relationship between non-native english and american identity, perceptions and stereotypes related to foreign accents, code-switching, hybrid language forms such as spanglish, language and the family, and the future of language in america work from the fields of linguistics, education policy, history, sociology, and politics are brought together to provide an accessible overview of the key issues through specific examples and case studies, immigrant america is presented as a diverse, multilingual, and multidimensional space in which identities are often hybridized and always multifaceted""-- provided by publisher ""exploring the complex relationship between language and immigration in the united states, this timely book challenges mainstream, historically -established assumptions about american citizenship and identity set within both an historical and a current political context, this book covers hotly debated topics such as language and ethnicity, accent stereotypes, the relationship between non-native english and american identity, perceptions and stereotypes related to foreign accents, code-switching, hybrid language forms such as spanglish, language and the family, and the future of language in america work from the fields of linguistics, education policy, history, sociology, and politics are brought together to provide an accessible overview of the key issues through specific examples and case studies, immigrant america is presented as a diverse, multilingual, and multidimensional space in which identities are often hybridized and always multifaceted""-- provided by publisher",linguistic minorities; immigrants; languages in contact; code-switching (linguistics),Immigrants; Language and culture; Language and education; American English; Ethnicity; Accents and accentuation; Language and identity; Code switching; Multilingualism; Language and politics; Sociolinguistics,"American and French, [English and American, African and European, etc.]",0.00,0.00,0.00,0.33,4.00
journalism and democracy in asia,"the contributors address key issues of freedom, democracy, citizenship, openness and journalism in contemporary asia, looking especially at china, japan, korea, indonesia, the philippines and india",journalism; government and the press; freedom of the press; democracy; civil society,"journalism, democracy, Asia, press freedom, citizenship, political participation, China, Japan, Korea, Indonesia, Philippines, India","Journalism,Democracy,Asia,Freedom of the press,Citizenship,Political participation,China,Japan,Korea,Indonesia,Philippines,India",0.60,0.25,0.79,0.53,12.00
a cascades christmas : four-in-one collection,"""head to the majestic northwest where logging history comes to life in four christmas romances insecurity brings a logger and a young woman together, but will a 'perfect' sister tear them apart? will the dangers of the woods derail a young couple's hopes and their chance at love? amid town gossip, can a work-focused sawmiller win the heart of a prim-and-proper heiress? will second thoughts have a sentimental girl and a hardhearted carpenter losing love?""--publisher's website","romance fiction, american; man-woman relationships","Christmas stories, Romance fiction, Northwest, United States, Logging, Christmas romances, Love stories","Christmas stories,Romance fiction,Northwest, Old,United States,Logging,Christmas films,Stories",0.33,0.12,0.32,0.41,8.00
"literature, ethics, and decolonization in postwar france : the politics of disengagement","""against the background of intellectual and political debates in france during the 1950s and 1960s, daniel just examines literary narratives and works of literary criticism arguing that these texts are more politically engaged than they may initially appear as writings by roland barthes, maurice blanchot, albert camus, and marguerite duras show, seemingly disengaged literary principles - such as blankness, minimalism, silence, and indeterminateness - can be deployed to a number of potent political and ethical ends at the time the main focus of this activism was the escalation of violence in colonial algeria the poetics formulated by these writers suggests that blankness, weakness, and withdrawal from action are not symptoms of impotence and political escapism in the face of historical events, but deliberate literary strategies aimed to neutralize the drive to dominate others that characterized the colonial project""-- provided by publisher",french literature; politics and literature; ethics in literature; decolonization in literature,"French literature, Decolonization, Postcolonialism, Ethics, Politics and government, France, Algeria, Colonialism, Literary criticism, Barthes, Roland, Blanchot, Maurice, Camus, Albert, Duras, Marguerite","French literature,Decolonization,Postcolonialism,Ethics,Politics and government,France,Algeria,Colonial influence,Criticism, Personal, in literature,Barter,Roland's columns,Iceni,Maurice, 582-602,Cambarus,Albert Medal,Soras,Hát ví",0.25,0.05,0.28,0.36,20.00
contemporary women's poetry and the urban space : experimental cities,"""if the urban imagination has been traditionally masculine, this book shifts attention to the role of the city and its processes of mutual transformation in poetry by women writers by turns challenging, rebellious, utopian and sceptical, some of the most richly experimental poetry is currently being written by women this book offers readings of their work informed by theorizations of the city, as well as looking at how their innovations in language and form enable new visions of urban space it addresses key issues in the imagining of the contemporary city and its global relationships, including changing understandings of the body and embodied space in technologized urban environments and the role of cohabiting languages in creating new forms of polis ""-- provided by publisher",american poetry; cities and towns in literature; public spaces in literature; women and literature,"women poets, urban poetry, city and town life, poetry, women's studies, body, space, language and languages, globalization, technology and civilization, urbanization, gender studies","Women poets,Street poetry,City and town life,Poetry,Women's studies,Bodies,Space,Language and languages,Globalization,Technology and civilization,Urbanization,Women's studies",0.00,0.00,0.00,0.49,11.00
language maintenance and shift,"""what motivates some linguistic minorities to maintain their language? why do others shift away from it rather quickly? are there specific conditions - environmental or personal - influencing these dynamics? what can families and communities do to pass on their 'threatened' language to the next generation? these and related questions are investigated in detail in language maintenance and shift in this fascinating book, anne pauwels analyses the patterns of language use exhibited by individuals and groups living in multilingual societies, and explores their efforts to maintain their heritage or minority language she explores the various methods used to analyse language maintenance, from linguistic demography to linguistic biography, and offers guidance on how to research the language patterns and practices of linguistic minorities around the world""-- provided by publisher",language maintenance; linguistic change; linguistic minorities; code switching (linguistics); sociolinguistics,"language maintenance, language shift, multilingualism, linguistic minorities, language contact, sociolinguistics, language and culture, language revitalization","Language maintenance,Direction in language,Multilingualism,Linguistic minorities,Languages in contact,Sociolinguistics,Language and culture,Language obsolescence",0.60,0.38,0.87,0.73,8.00
the new heroines : female embodiment and technology in 21st-century popular culture,"""this title explores contemporary heroines in film, television, and media""-- provided by publisher",women heroes in mass media; women in popular culture,"Women in popular culture, Heroines, Mass media and women, Feminism and technology, Women in film, Women in television, Popular culture, 21st century","Women in popular culture,Heroines on television,Mass media and women,Technology and women,Women independent filmmakers,Women on television,Popular culture,21st century",0.50,0.12,0.39,0.63,8.00
echoes of sherlock holmes : stories inspired by the holmes canon,"in this follow-up to the acclaimed in the company of sherlock holmes, expert sherlockians laurie king and les klinger put forth the question: what happens when great writers/creators who are not known as sherlock holmes devotees admit to being inspired by conan doyle stories? while some are highly-regarded mystery writers, others are best known for their work in the fields of fantasy or science fiction all of these talented authors, however share a great admiration for arthur conan doyle and his greatest creations, sherlock holmes and dr watson from back cover","short stories, american; short stories, english; detective and mystery stories, american; detective and mystery stories, english","Sherlock Holmes, Mystery and detective stories, Authors, Influence, Literary criticism and theory","Holmes, Sherlock,Detective and mystery stories,Authors,Influence,Criticism, Personal, in literature",0.25,0.12,0.36,0.43,8.00
the cure of silver cañon : a circle v western,"""in three western stories, men risk their hero status in the community in order for truth to prevail""-- provided by publisher",large type books,"Western stories, Heroism, Truthfulness, Community, Moral values","Western stories,Son of Man,Wakefulness,Community life,Moralities",0.00,0.00,0.00,0.11,5.00
a year of writing dangerously : a scholarly detective story of the lost generation,"""how do you write a book? with death threats, breakthroughs, and tennis, if you are scholar keith gandal in a year of writing dangerously, gandal recounts the serendipitous bumps and perils of a sabbatical year spent researching and writing about the lost generation unsparingly funny and poignant, the book explores the sometimes surprising connections between people, documents, and ideas that define the creative process with wit and wisdom, gandal shows how writing a book is a lot like taking up competitive tennis, with the same pitfalls, characters, and opportunities that confront writers everywhere taking the reader on a quest for answers that leads from foucault's papers through world war i-era us army records, the united states tennis association, and finally, the masterworks of the lost generation, a year of writing dangerously is a must-read for any writer, scholar, or part-time athlete looking for enlightenment""-- provided by publisher ""how do you write a book? scholar keith gandal explores the serendipitous bumps and perils of a sabbatical year in which he alternately navigated a death threat, a creative and scholarly breakthrough, and the physical and mental trials of attempting to become a tennis pro in midlife unsparingly funny, poignant, and stimulating, gandal's year of writing dangerously peels back the layers of how scholarship works--how writers find ideas and use research, as well as the serendipitous connections--between people, between documents, between ideas--that define creativity in doing so he shows how the work of scholarship is embedded in the body as well as the mind his parallel narrative of taking up competitive tennis reveals the same kinds of pitfalls, characters, and opportunities that confront writers everywhere gandal takes the reader on a quest for answers that leads from foucault through us army records, the usta, and finally, the masterworks of the lost generation a year of writing dangerously is a must-read for any writer, scholar, or part-time athlete looking for enlightenment""-- provided by publisher","authors, american; scholars; college teachers; sabbatical leave; leave of absence; authorship; creative ability","scholarly authors; creative writing; research; lost generation (writers); foucault, michel; tennis; world war, 1914-1918; united states; literary criticism","Older people's writings,1580-1640,Influenza Epidemic, 1918-1919, in literature",0.00,0.00,0.00,0.29,5.00
hugo and friends,"a collection of poems, short stories, and essays about hurricane hugo and its effect on the island and people of st croix, usvi, sept, 1989",poetry; short stories,"Hurricane Hugo, American Virgin Islands, St. Croix, Poetry, Short stories, Essays, Hurricane effects, Disaster relief","Hurricane Hugo, 1989,United States Virgin Islands,Saint Croix Dalles,Poetry,Short stories,Essays,Hurricane effects,Disaster relief",1.00,0.22,0.41,0.39,9.00
questions of influence in modern french literature,"""what is meant by 'influence' in the realm of literature, art, music or ideas? how is it related to concepts such as pastiche or parody? self-evidently, our understanding of any 'past' work depends on contemporary methods of reading; but does it makes sense, therefore, to claim that influence can be retroactive? harold bloom used the term 'the anxiety of influence' as the title of a famous study, but his is only one of many theorizations that span the modern era this collection of essays examines a variety of texts written in french from the eighteenth century onwards, together with a number of visual and musical works (all quotations in other languages are followed by translations in english) the contributors elucidate, question and/or draw on major theories of influence, in new readings of well-known works whilst all engage with french and/or francophone culture, the works examined open cross-disciplinary perspectives""-- provided by publisher","french literature; influence (literary, artistic, etc); comparative literature","literary influence, French literature, anxiety of influence, pastiche, parody, literary theory, literary criticism","Originality in literature,French literature,Fear of success,Crichel Down,Parody,Time in literature,Criticism, Personal, in literature",0.20,0.11,0.32,0.46,9.00
out of bounds,"""can the beacon street girls bring the house down at abigail adams junior high's talent show? or will the queens of mean steal the show?""--p [4] of cover",teenage girls; talent shows; friendship; junior high schools,"Note: The provided abstract does not seem to be related to a scientific paper. However, if I had to guess some LCSH labels, I would say:","Oxygen consumption (Physiology),Double Mer (N.L.),Wonder",0.00,0.00,0.00,0.16,3.00
the lion book of five-minute bedtime stories,"a collection of ten bedtime stories, including ""stone soup,"" ""the golden goose,"" ""the giant's footprint,"" and others","children's stories, english","Children's stories, Folklore, Fairy tales","Children's stories,Folklore,Fairy tales",0.50,0.33,0.63,0.69,3.00
kian & jc : don't try this at home,kian lawley and jc caylen provide a wild and entirely true account of their rise to internet fame,celebrities; internet videos; video blogs,"Internet celebrities, Vlogs, YouTube, Social media","Celebrities,Vloggers,Live streaming,Social media",0.33,0.25,0.50,0.64,4.00
