title,abstract,lcsh_subject_headings,predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
environmental analysis by electrochemical sensors and biosensors,"""electrochemical sensors represent the oldest type of chemical sensors and are widely present in chemical laboratories, industries, healthcare and in many aspects of our daily life during the past few decades biosensors mimicking biological receptors for the sake of analytical assessment have emerged as an extremely important and fruitful field in fundamental and applied electroanalytical chemistry research and routine analysis in environmental sciences have shown that electrochemical sensors and biosensors may supply useful information for solving problems from the quite general to the highly specific, dealing with environmental pollution or many other questions in connection with (bio)geochemical cycles or fundamental environmental chemical processes environmental analytical chemistry is a multidisciplinary field requiring the cooperation of chemists, biochemists, physicists, engineers and many other specialists, a collaboration which defines and guarantees the development and applicability of robust and highly sensitive sensors for chemical analysis and environmental monitoring the aim of this book is to give an overview of the role of electrochemical sensors in environmental chemical analysis and on their operating principles it provides detailed information on the applicability of such sensors to the determination of all the different substances of environmental importance it is designed on one hand as a textbook for students and teachers, and, on the other, as a manual for researchers and applied scientists and engineers who are fully or marginally confronted with problems in context with environmental chemistry due to its multidisciplinary character the book synthesizes various viewpoints of different sciences and addresses chemists, physicists, pharmacists, medical doctors, engineers and in fact all who are interested, professionally or non-professionally, in the chemistry of our environment"" -- provided by publisher",electrochemical sensors; biosensors; environmental chemistry,"Biochemistry,Chemical determinations,Environmental chemistry,Environmental analytical chemistry,Environmental pollution,Chemical analysis,Physics,Multidisciplinary research,Analytical chemistry.,Chemical engineering,Pollution,Environmental monitoring,Sensor technology,Collaboration,Biosensors,Geochemical cycles,Environmental protection,Environmental science,Electrochemical sensors,Chemical processes,Chemical sensors","Biochemistry,Sample introduction (Chemistry),Environmental chemistry,Environmental chemistry,Pollution,Chemical processes,Physics,Single subject research,Analytical chemistry,Chemical engineering,Pollution,Environmental monitoring,Sensor networks,Collaboration,Biosensors,Geochemical cycles,Environmental protection,Environmental sciences,Electrochemical sensors,Chemical processes,Chemical detectors",1.00,0.17,0.51,0.56,18.00
sonochemistry and the acoustic bubble,"""key features: experimental methods on acoustic cavitation and sonochemistry -- helps users understand how to readily begin experiments in the field -- provides an understanding of the physics behind the phenomenon -- contains examples of (possible) industrial applications in chemical engineering and environmental technologies -- presents the possibilities for adopting the action of acoustic cavitation with respect to industrial applications provides an introduction to the way ultrasound acts on bubbles in a liquid to cause bubbles to collapse violently, leading to localized 'hot spots' in the liquid with temperatures of 5000° celsius and under pressures of several hundred atmospheres these extreme conditions produce events such as the emission of light, sonoluminescence, with a lifetime of less than a nanosecond, and free radicals that can initiate a host of varied chemical reactions (sonochemistry) in the liquid, all at room temperature the physics and chemistry behind the phenomena are simply, but comprehensively presented in addition, potential industrial and medical applications of acoustic cavitation and its chemical effects are described and reviewed the book is suitable for graduate students working with ultrasound, and for potential chemists and chemical engineers wanting to understand the basics of how ultrasound acts in a liquid to cause chemical and physical effects""-- publisher's website",sonochemistry; ultrasonic waves; cavitation,"Acoustic cavitation,Chemistry.,Sonochemistry,Environmental technology,Free radicals,Chemical reactions,Bubble dynamics,Ultrasound,Sonoluminescence,Chemical engineers,Graduate education,Chemical engineering","Cavitation noise,Chemistry,Sonochemistry,Environmental innovations,Radicals,Chemical reactions,Filter bubbles (Information filtering),Contrast-enhanced ultrasound,Sonoluminescence,Chemical engineers,Education (Graduate),Chemical engineering",0.33,0.08,1.00,0.42,12.00
stylish skirts : 23 easy-to-sew skirts to flatter every figure,"one of the most versatile--and comfortable--ways of expressing your personal style is in fashion again for the beginning sewer or the hardcore do-it-yourselfer, ""stylish skirts"" will walk you through many fantastic design ideas for making your own skirts with this book, there's no end to the kinds of skirts you can easily create to match your shape, your taste and your mood (not to mention your favorite tops and shoes)!",skirts; sewing,"Fashion,Sewing,DIY crafts,Sewing for beginners.,Women's clothing,Skirts,Clothing and dress,Home economics","Fashion,Sewing,Textile crafts,Sewing,Women's clothing,Skirts,Clothing and dress,Home economics",1.00,0.29,0.92,0.66,7.00
wool,"everyday materials introduces children to the materials that are all around them wool is made into thousands of things we use every day, such as clothing, felt-tip pens, and tennis balls find out what properties wool has, where wool comes from, and how wool is made",wool,"Natural fibers,Textiles,Clothing and dress,Fiber materials,Animals,Fiber industry,Wool.,Children's literature,Textile industry","Plant fibers,Textile fabrics,Clothing and dress,Fiber content,Animals,Optical fiber industry,Wool,Children's literature,Textile industry",1.00,0.11,0.36,0.42,9.00
gopro® cameras for dummies®,"""whether you are mountain biking, surfing, skateboarding, or just sightseeing, this hands-on friendly guide shows you how to get the best photos and videos from your gopro camera""--back cover",digital cameras; wearable video devices; camcorders; photography; digital cinematography,"Video recording,Skateboarding,Photography for nonprofessionals.,Surfing,Travel,Tourism,manuals,Recreational activities,etc.,Photography,Digital photography,Handbooks,GoPro cameras,Bicycling,Sports photography","Video recording,Skateboarding,Photography of nurses,Surfing,Travel,Tourism,Technical manuals,Recreational activities,Shorts (Clothing),Photography,Instant photography,Handbooks, manuals, etc,Red One motion picture cameras,Bicycle commuting,Photography of sports",0.20,0.06,0.63,0.42,17.00
easy pumpkin carving,"""provides tips to make pumpkin carving easier, faster, and more effective than the carving you might already know how to do includes information about types of pumpkins, carving tools, and pattern usage""-- provided by publisher",halloween decorations; food craft; vegetable carving; jack-o-lanterns,"Halloween,Home decoration,Recreational activities.,Pumpkin carving,Crafts","Halloween,Decoration,Recreational activities,Pumpkin in art,Textile crafts",0.00,0.00,0.00,0.57,5.00
friendship crafts,"expressing appreciation for a friend is taken to a fun and memorable place through this book on crafts for pals readers will create easy and interesting items to wear, display, and eat fact boxes are included and projects are rated by difficulty",handicraft,"Handicrafts,Friendship,Gift giving,Social skills.,Appreciation (Psychology),Interpersonal relations,Crafts","Handicraft,Friendship,Gifts,Social skills,Positive psychology,Interpersonal relations,Textile crafts",1.00,0.14,0.36,0.31,7.00
jica/aan arsenic mitigation project,"with reference to sharsha upazila, bangladesh",water; drinking water; arsenic; water,"Water Purification,Water Treatment,Groundwater,Sharsha Upazila,Developing Countries,Bangladesh,AAN Arsenic Mitigation Project,JICA,Drinking Water,Arsenic Poisoning,Water Supply,Waterborne Diseases.,Public Health,Environmental Health","Feed-water purification,Water reuse,Groundwater,Mīḍaʼah,Developing countries,Bangladesh,Effect of arsenic on,Tamalia,Drinking water,Arsenic in the body,Water-supply,Waterborne infection,Public health,Environmental health",0.33,0.07,0.26,0.48,14.00
firefighter candidate exams,"provides information on preparing for the firefighter examination, including an analysis of the various types of questions, practice exercises, and tips on passing the physical abilities portion of the test",fire extinction; fire extinction; fire extinction,"Emergency management,Firefighter training,Examinations,Firefighter recruitment,Firefighting,Firefighter certification,Physical fitness","Emergency management,Physical training,Examinations,Volunteer fire fighters,Fires,Aviation fire control technicians,Physical fitness",0.00,0.00,0.00,0.25,7.00
versace,"""a long-awaited and highly intimate visual history of versace, the glamorous and globally renowned italian fashion house versace, a name that epitomizes italian opulence, bold sexiness, and a flair for the extravagant, holds its place firmly in the fashion world as a legendary and iconic luxury brand taking over the creative artistic direction of the family-run fashion house in 1997, the enigmatic and alluring donatella versace has since catapulted the brand into popular culture, cementing versace as a go-to label for a-list celebrities this richly illustrated tome chronicles donatella's interpretation of versace in the twenty-first century and her remarkable work as the curator and face of versace versace includes exclusive contemporary and archival imagery from runway and backstage shots to intimate scenes at the versace atelier, with accompanying original essays penned by fashion's most authoritative voices featuring arresting photography by richard avedon, irving penn, and steven meisel, among many others; images of versace fashions modeled by the original ""supers,"" such as christy turlington, naomi campbell, and linda evangelista; and red-carpet coverage of hollywood's elite wearing dazzling versace couture, this glittering volume delivers the magnetic vibrancy, supreme luxury, and glamour quotient that define versace""--publisher's description",fashion designers; women fashion designers; fashion design,"Fashion,Photographic Essays.,Red Carpet Events,21st Century,Luxury Goods Industry,Fashion History,Donatella Versace,Fashion Photography,Women's Clothing,Versace (Brand),Fashion Designers,Celebrity Culture,Fashion Illustration,Italy,Fashion Industry,Runway Shows","Fashion,Photographic criticism,Carpet backing,21st century,Luxury goods industry,History in advertising,Frissiras Award,Fashion photography,Women's clothing,Brand choice,Fashion designers,Celebrities in popular culture,Fashion drawing,Italy,Clothing industry,Magic shows",0.33,0.06,0.29,0.48,16.00
ntp security : a quick-start guide,"""learn the risks associated with network time protocol (ntp) security and how to minimize those risks in daily deployment disruption of ntp services can interrupt communication between servers on the network and take an entire network offline beyond disrupting communication, flaws in the ntp daemon itself can make servers vulnerable to external attack--attacks that often go unnoticed ntp is being used more frequently in distributed denial of service (ddos) attacks it is a user datagram protocol (udp) with encryption schemes that are not often used or are poorly implemented, making it susceptible to spoofing despite all of the security challenges, the fact is that ntp is critical to most modern networks it is one of those ""set it and forget it"" protocols that network administrators and even security professionals don't understand in depth however, an attacker who does understand the security flaws can wreak havoc on an insecure network ntp security: a quick-start guide provides a deeper understanding of the protocol itself and how to deploy a strategy using the protocol throughout a network in a secure manner your security team will be able to provide better guidance to the system and network teams who will then be able to better manage the day-to-day implementation this succinct resource offers practical guidance to an underserved topic (actually, not served at all) coverage includes: an understanding of ntp and the importance of time synchronization in modern networks; issues in ntp security, including an analysis of ntp traffic; a review of the vulnerabilities and flaws in the protocol; practical solutions for securing ntp and building a robust infrastructure; effective alternatives to ntp""--back cover",network time protocol (computer network protocol); computer networks,"Denial of service attacks,Network time protocol,Vulnerability assessment,Network administration,Network protocol security,Computer security,Computer networks,Protocol analysis,Cybersecurity,Network infrastructure,Computer vulnerabilities.,Spoofing (computing),Time synchronization,Network security,Distributed denial of service attacks,Information security","Denial of service attacks,Network Time Protocol (Computer network protocol),Vulnerability model of recovery,Information services,Network Time Protocol (Computer network protocol),Computer security,Computer networks,Formal methods (Computer science),Behavioral cybersecurity,Large scale systems,Computer security,Sliding mode control,Synchronization,Firewalls (Computer security),Denial of service attacks,Computer security",1.00,0.17,0.47,0.44,12.00
photography : the whole story,"this ambitious and vibrant publication leads you through the world's most iconic photographs - those innovative images that have become key reference points in our conception of ourselves and the world around us organized chronologically, the book traces the evolution of creative photography period by period, while detailed timelines provide historical and cultural context-- source other than library of congress",photography; photography,"World perception,Cultural context,Photography in popular culture,Evolution of photography,Photography in art,Photographic history.,History,Timelines,Creative photography,Art,Photography,Reference points,Self-perception","Perception (Philosophy),Cultural awareness,Popular culture in art,Black-and-white photography,Photography in art,Photographic historians,History,Chronology,Photography, Artistic,Art,Photography,Search, Right of,Self-perception",1.00,0.07,0.43,0.46,14.00
will it skillet? : 53 irresistible and unexpected recipes to make in a cast-iron skillet,"""discover a new world of cast-iron cooking from dan shumski, who last applied his out-of-the-box food-loving sensibility to will it waffle?, here are 53 surprising, delicious, and ingenious recipes for the cast-iron skillet savor the simplicity of toast with olive oil and tomato, because you just can't achieve that perfect oil-toasted crust in a toaster for homemade corn tortillas, no special equipment required--use the pan to flatten and cook them (then serve your tortillas with single-skillet carnitas or charred tomato salsa--or make chilaquiles) take popcorn to another level with clarified butter enjoy a spinach and feta dip that stays warm from the residual heat of the pan plus pastas that come together in one skillet--no separate boiling required; perfectly charred roasted vegetables; beautiful breads and pizzas; and luscious desserts from a giant chocolate chip cookie to the sophisticated layered crepe torte with dark chocolate and raspberry jam includes detailed information on buying, seasoning, and caring for your cast-iron skillet--and turning it into a nonstick kitchen workhorse""-- provided by publisher",skillet cooking; cast-iron,"Pan-frying,Spinach,Cast-iron cookware,Seasoning of cookware,Vegetables,Cooking,Food,Pastry,Recipes,Non-stick cookware,Cooking techniques,Pizza,Grilling,Pasta,Home economics,Mexican cooking,Carnitas,Kitchen equipment and supplies,Snacks,Cheese,Chilaquiles,Skillets,Roasting,Bread,Dips,Desserts,Cookware,Popcorn,Cast-iron cookware maintenance and repair.,Cooking (General),Tortillas,Appetizers,Baking,Salsa","Deep frying,Spinach,Cast-iron cookware,Seasonal cooking,Vegetables,Cooking,Food,Pastry,Recipes,Cookware,Quick and easy cooking,Pizza,Wintering,Cooking (Pasta),Home economics,Mexican American cooking,Pinnularia,Equipment and supplies,Snack foods,Cheese,Croton flavens,Pullets,Roasting (Cooking),Bread,Reamers,Desserts,Cookware,Popcorn,Cast-iron cookware,Cooking for two,Tortillas,Appetizers,Baking,Salsas (Cooking)",0.00,0.00,0.00,0.37,32.00
earth from above : 366 days,"a four page statistical introduction, ""the earth in numbers,"" is followed by 366 full-page spreads, from january 01 through december 31, featuring aerial photographs of the earth's surface accompanied by a descriptive paragraph, with an emphasis on ecology and the impact of human culture on the earth a brief essay precedes each month's photographs",aerial photography; human geography; sustainable development,"Geographic information,Earth (Planet),Human influence on nature,Environmental impact,Earth sciences,Environmental protection,Aerial photography,Human ecology,Landscape photography,Earth,Ecology,Geographic information systems,Statistics","Geographic information systems,Earth (Planet),Naturalness (Environmental sciences),Environmental impact analysis,Earth sciences,Environmental protection,Aerial photography,Human ecology,Landscape photography,Earth (Planet),Ecology,Geographic information systems,Statistics",0.33,0.09,0.43,0.52,11.00
the casserole queens cookbook : put some lovin' in your oven with 100 easy one-dish recipes,"the authors share their fresh, updated, from-scratch recipes for traditional dishes they provide advice on scaling and freezing casseroles so that anyone can stock the freezer with go-to dinners",casserole cooking,"Casserole,One-dish meals,Household management,Cooking,Recipes,Freezing,Food preservation,Cookbooks,Home economics","Casserole cooking,One-dish meals,Household employees,Cooking,Recipes,Freezing,Food waste,Cookbooks,Home economics",1.00,0.11,0.33,0.41,9.00
fossil fuels,"discusses what fossil fuels are, how they were created, how they are used, and the need to find alternate sources of energy before the available fossil fuels are used up",fossil fuels,"Energy conservation.,Energy consumption,Energy needs,Energy development,Energy policy,Fossil fuels,Alternative energy sources,Renewable energy sources,Sustainability,Fuel resources","Energy conservation,Energy consumption,Clean energy,Energy development,Energy policy,Fossil fuels,Renewable energy sources,Renewable energy sources,Sustainability,Fuel supplies",1.00,0.11,0.39,0.52,9.00
"theater playbill for the serenaders with gw pell and tf briggs and boz's juba at the edinburgh adelphi theatre, august 29, 1849","edinburgh adelphi theatre last night but three of the present season! third night in edinburgh of the celebrated serenaders from the st james' theatre-royal, london, gw pell, the original ""bones,"" of st james' theater, tf briggs, the best banjo player in the world, and boz's juba who are engaged for positively six nights only the programme each evening will include several celebrated pieces, as sung before her majesty the queen, prince albert & suite, at arundel castle this present evening, wednesday, august 29, 1849, will be performed the celebrated melo-drama, entitled ""the magpie & the maid"" the calisthenic performances of herr nicolo deulin and his two sons after which, pell, juba, and briggs will give the first part of their ""american olio! to which will be added, the favourite farce of ""diamond cut diamond"" lucy long, in character, (original,) boz's juba the whole to conclude with the popular farce of ""roland!!"" on monday next the theatre-royal will re-open for a short after-season, with, for the first time these three years, ""the beggars' opera"" captain macheath by mr wd king polly peachem by miss fitzwilliams",minstrel shows,",Adelphi Theatre (Edinburgh,Briggs,Juba,Theater,Entertainment,England),Music and dance,T.F.,Scotland,Theatrical performances,Performing arts,History,Music,Theater Royal (London,Scotland),Edinburgh Adelphi Theatre,Serenaders (Musical group),Farces,Melodrama,Boz,Theater programs,Arts,Pell,Banjo,Calisthenics,G.W.,London (England),Theater seasons","Change,Gateway Theatre (Edinburgh, Scotland),Briggs Spring,Jubaea,Theater,Entertaining,England,Music and dance,Staystitching,Scotland,Theater rehearsals,Performing arts,History,Music,Rose Theatre (London, England),Scotland,Gateway Theatre (Edinburgh, Scotland),Musical groups,Farces,Melodrama,Hafiz,Theater programs,Arts,Pell's equation,Banjo,Calisthenics,Wolof,London (England),Summer theater",0.00,0.00,0.00,0.19,29.00
francesca woodman,"""catalogue produced in conjunction with the exhibition francesca woodman, presented at the san francisco museum of modern art (november 5, 2011-february 20, 2012) and the guggenheim museum, new york (march 16-june 15, 2012)""--provided by publisher","photography, artistic","Women photographers,Art museums California,Art museums New York (State),Solomon R. Guggenheim Museum,Artists.,American photographers,Art museums,Photography,Exhibitions,San Francisco Museum of Modern Art,Women artists","Women photographers,College art museums,Museums in art,Museum loans,Artists,Expatriate photographers,Art museums,Photography,Exhibitions,Saint Francis Auditorium (Museum of Fine Arts (Museum of New Mexico)),Women artists",0.50,0.09,0.63,0.53,11.00
"bead play every day : 20+ projects with peyote, herringbone & more","bead play every day features over 20 projects with a creative twist on traditional stitching techniques stitchers will learn a single technique by making a small, easy to complete component then, through repetition and creative experimentation, they will take on a larger project to perfect the technique the results are beautifully stitched necklaces, bracelets, and earrings beth stone has a dimensional, inquisitive approach to stitching that is perfect for stitchers who are ready to experiment with making their own design choices",beadwork; jewelry making,"Handicrafts,Embroidery,Textile crafts,Peyote stitch,Adult crafts.,Needlepoint,Herringbone stitch,Beadweaving,Beadwork,Jewelry making for beginners,Crafts,Jewelry making,Jewelry design,Jewelry making techniques","Handicraft,Embroidery,Textile crafts,Cross-stitch,Patterns for crafts,Needlepoint lace,Cross-stitch,Beadwork,Beadwork,Jewelry making,Textile crafts,Jewelry making,Artist-designed jewelry,Jewelry making",1.00,0.22,0.69,0.57,9.00
1000 fabulous knit hats,"be inspired by the large array of styles in this collection of knit hats includes both original designs and well-knit examples of hats of all styles for men, women, and children alike",knitting; hats,"Fashion,Knit hats,Knitting,Hats,Costume,Clothing and dress,Textile crafts.","Fashion,Boy knitters,Knitting,Hats,Costume,Clothing and dress,Textile crafts",1.00,0.29,0.57,0.65,7.00
adobe dreamweaver cs4 revealed,"discover all that dreamweaver cs4 has to offer! whether you're looking for a step-by-step introduction to adobe dreamweaver or a solid reference as you continue your work in web design, this is a standout resource adobe dreamweaver cs4 revealed uses detailed, vibrant illustrations; clear, straightforward lessons; and real-world case studies to provide an overview of the dreamweaver interface and how to use it effectively this latest edition includes expanded content on css best practices, the related files toolbar, the code navigator, live view, code hinting, and incontext editing (ice) sidebars throughout the book incorporate basic web design principles, providing readers with a skill set that goes beyond the software interface and can be applied in a variety of situations",web sites; web publishing; web sites,"CSS (style language),Web design,HTML (document markup language),Computer software,User interface,Web development,Web authoring.,Web page design,Graphic design,Adobe Dreamweaver","HTML (Document markup language),Web applications,HTML (Document markup language),Computer software,User interfaces (Computer systems),Web site development,Web publishing,Database design,Engineering graphics,HTML editors (Computer programs)",0.50,0.11,0.63,0.44,9.00
artisan cake company's visual guide to cake decorating,"marek introduces you to the artistic principles behind extraordinary cake designs, and tells how to prep a cake to insure a flawless finish the projects are geared to several skill levels, and will help you hone and perfect your cake-decorating techniques",cake decorating,"Cooking,Artistic principles,Cake decorating,Baking,Art,Pastry arts,Crafts and Techniques,Food decoration.,Cake design","Cooking,Judgments in art,Cake decorating,Baking,Art,Bakeries in art,Patterns for crafts,Egg decoration,Cake decorating",1.00,0.12,0.39,0.49,8.00
nuclear energy,"""the books in this series objectively and thoughtfully explore topics of political, social, cultural, economic, moral, historical, or environmental importance""-- provided by publisher",nuclear energy,"Nuclear energy,Fossil fuel alternatives,Nuclear power,Energy consumption,Nuclear reactors,Energy research,Energy resources development.,Energy resources,Energy development,Energy economics,Energy policy,Energy production,Energy planning,Renewable energy sources,Atomic energy,Nuclear fuels,Energy industry","Nuclear energy,Fossil fuels,Nuclear energy,Energy consumption,Nuclear reactors,Energy development,Energy development,Power resources,Energy development,Energy economists,Energy policy,Energy development,Energy development,Renewable energy sources,Atomic mass,Nuclear fuels,Energy industries",1.00,0.08,0.30,0.60,12.00
digital signal processing laboratory,"given the rapid software and hardware developments in dsp, it is vital for students to complement their theoretical learning with practical applications each chapter consists of a brief section on theory to explain the underlying mathematics and principles, a problem solving section, and a computer laboratory section with programming examples and exercises using matlab and simulink --from publisher description",signal processing,"Engineering education,Laboratory manuals.,Simulink,Problem solving,Laboratories,Digital signal processing,Education,Programming,Computer simulation,MATLAB","Engineering schools,Laboratory manuals,Induline,Problem solving,Laboratories,Signal processing,Education,Programming,Computer simulation,Exascale computing",1.00,0.10,0.50,0.32,10.00
"the very easy guide to lace knitting : step-by-step techniques, easy-to-follow stitch patterns, and projects to get you started","outlines a structured course designed to help knitters of any skill level to understand the principles of lace knitting, covering subjects ranging from eyelets and panels to edgings and finishing techniques",knitting; lace and lace making,"Sewing,Fashion,Textile crafts,Clothing and dress,Knitting,Lace knitting,Hobbies.,Needlework,Knitting patterns,Craft techniques","Sewing,Fashion,Textile crafts,Clothing and dress,Knitting,Knitted lace,Hobbies,Needlework,Knitting,Cut-out craft",0.50,0.11,0.39,0.53,9.00
sea and smoke : flavors from the untamed pacific northwest,"""sea and smoke is a travelogue chronicling the plucky ambition of a young chef determined to create a world class dining destination in an unlikely place a native of the pacific northwest, two-time james beard winning chef blaine wetzel saw lummi island, with fewer than 1,000 residents, as the perfect vehicle for his brand of hyperlocalism: a culinary celebration of what is good and nearby and flavorful now, a reservation at the willows inn is one of the most sought-after in the world the smokehouse, the fishermen, and the farmer yield the ingredients for unforgettable meals at the willows, reflecting the foggy, sea-salty coast that surrounds the island the tale of the restaurant's rise to the top is told by award-winning journalist joe ray, who immersed himself in life on lummi island for a year, documenting how it all comes together to make the willows inn one of the world's great destination restaurants""--provided by publisher","cooking (smoked foods); cooking; local foods; cooking, american","Food culture,Local food movement.,Willows Inn,Coastal ecology,Biography,Restaurants,Seafood,Lummi Island,Culinary arts,Chef biography,Pacific Northwest,James Beard Awards,Food writing,Travelogues,Hyperlocalism","Food in popular culture,Local foods,Ellwood Manor,Coastal ecology,Biography,Restaurants,Seafood,Lummi Island (Island),Arts, Buriat,Celebrity chefs,Northwest, Pacific,Sir Misha Black Awards,Food writing,Travelers,Hypercalciurea",0.25,0.06,0.30,0.39,17.00
computational principles of mobile robotics,"""this textbook for advanced undergraduates and graduate students emphasizes computation and algorithms for a range of strategies for locomotion, sensing, and reasoning it concentrates on wheeled and legged mobile robots but also discusses a variety of other propulsion systems the new edition presents advances in robotics and intelligent machines over the last 10 years, including significant coverage of slam (simultaneous localization and mapping) and multi-robot systems it includes additional mathematical background and an extensive list of sample problems various mathematical techniques that were assumed in the first edition are now briefly introduced in appendices at the end of the text to make the book more self-contained""--provided by publisher",mobile robots; robotics,"Algorithms,Mobile robots,Mechatronics,Multi-robot systems,Mathematical models,Artificial intelligence,Robot motion,Machine learning,SLAM (Simultaneous Localization and Mapping),Autonomous robots,Robot navigation,Mathematical techniques,Locomotion,Computer algorithms,Reasoning,Intelligent machines,Robotics,Computer science.,Computation,Sensing","Algorithms,Mobile robots,Mechatronics,Parallel robots,Mathematical models,Artificial intelligence,Motion,Machine learning,Dead reckoning (Navigation),Autonomous robots,Navigation systems,Reverse mathematics,Locomotion,Computer algorithms,Reasoning,Simple machines,Robotics,Computer science,Computer arithmetic,Detection",1.00,0.10,0.30,0.50,20.00
"theater playbill for sanford's opera troupe and minstrels at philharmonic hall, washington, dc, february 18, 1860","philharmonic hall (penn avenue, south side, above eleventh street) saturday ev'g, feb 18, '60 farewell night of the world-renowned sanford's opera troupe and minstrels! the great comedian of the age, ss sanford, the pioneer of minstrelsy, acknowledged by the press and the public as having the best troupe of minstrels in the world, will appear this saturday evening, february 18 more new attractions by the great star troupe! for the farewell night",minstrel shows,"Theater programs,19th century,D.C.),Washington (D.C.),Performing arts,Entertainment events,Minstrel shows,Minstrelsy,History,Sanfords Opera Troupe and Minstrels,Philharmonic Hall (Washington,Cultural events","Theater programs,19th century,Ninety Six (S.C.),Washington (D.C.),Performing arts,Entertainment events,Minstrel shows,Minstrels,History,Minstrel shows,Communications Hall (Seattle, Wash.),Popular culture",1.00,0.08,0.43,0.31,12.00
land of nuclear enchantment : a new mexican history of the nuclear weapons industry,"""in this thoughtful social history of new mexico's nuclear industry, lucie genay traces the scientific colonization of the state in the twentieth century from the points-of-view of the local people, including hispanics, native americans, and anglos genay focuses on personal experiences in relation to postwar socioeconomic and cultural changes rather than on cold war policy and political and scientific figures in order to give a sense of the upheaval that accompanied the rise of the nuclear era she gives voice to the hispanics and native americans of the jémez plateau, the blue-collar workers of los alamos, the miners and residents of the grants uranium belt, and the ranchers and farmers who were affected by the federal appropriation of land in white sands missile range and whose lives were upended by the trinity test and the us government's reluctance to address the 'collateral damage' of the work at the range genay reveals the far-reaching implications to the residents of new mexico as the state acquired a new identity from its embrace with nuclear science""-- provided by publisher",nuclear weapons industry; nuclear weapons industry; nuclear weapons industry,"Nuclear weapons,Nuclear energy,Social history,Trinity Test (1945),Colonization,Native Americans,Nuclear industry,Land use,Hispanos,Cold War,Los Alamos (N.M.),Uranium mining,New Mexico,Science and state,White Sands Missile Range (N.M.)","Nuclear weapons,Nuclear energy,Social history,Freedom of testation,Colonization,Native American . . .,Nuclear industry,Land use,Askos,Cold War,Alamo (San Antonio, Tex.),Uranium mines and mining,New Mexico,Science and state,Guided missile ranges",0.00,0.00,0.00,0.32,16.00
ukraine and the art of strategy,"""in ukraine and the art of strategy, sir lawrence freedman provides an account of the origins and course of the russia-ukraine conflict through the lens of the theory and practice of strategy that is, he explores putin's near, medium, and long-term strategies when he decided to initiate the conflict how successful has he been? in contrast to many who see putin as a master operator who has resuscitated a supine russia against all odds, freedman is less impressed with his strategic acumen in terms of the long-term fallout by exploring concepts such as coercive diplomacy, limited war, escalation and information operations, freedman brings the story up to the present, where a low-level conflict between ukrainian and breakaway rebel forces in the east grinds on, and illuminates the external challenges faced by the governments' involved""-- provided by publisher","ukraine conflict, 2014-","Eastern European studies,International relations,Ukraine-Russia Conflict,2022,Vladimir,Foreign policy,Putin,Geopolitics,Military strategy,Politics and government,2022-,Strategy,Ukraine,Conflict management,Diplomatic relations,Russia","East European philology,International relations,Russian Invasion of Ukraine, 2022,2000,Vladimirka,Diplomacy,Espionage, Russian,Geopolitics,Military planning,Politics and government,2021-,Strategy,Ukraine,Conflict management,Diplomatics,Russia",0.00,0.00,0.00,0.45,18.00
conscientious objectors of the first world war : a determined resistance,"the story of conscientious objection in britain begins in 1916, when conscription was introduced for the first time some 16,000 men - the first conscientious objectors - refused conscription because they believed on grounds of conscience that it was wrong to kill and wrong of any government to force them to do so as historians mark the centenary of the first world war much emphasis is placed on the bravery of those men who fought and died in the trenches but those who refused to kill were also courageous conscientious objectors in the first world war were treated brutally: they were seen as cowards and traitors, vilified, abused, forced into the army, brutalised and tortured some were even sentenced to death in an attempt to break their resistance many spent long months and years in prison nothing though that the authorities did broke the determined resistance of these men, whose deeply held principles and belief that killing was wrong carried them through and stands as a beacon for individual conscience to this day conscientious objectors of the first world war: a determined resistance tells the stories of these remarkable men it looks at who they were, why they took the stand they did and how they were treated","world war, 1914-1918; conscientious objectors","Great Britain,World War,War and society.,Morality,History,1914-1918,Conscientious objectors,Conscription,Social justice,Prisoners of war,Ethics,Pacifism,War resistance,Torture,Human rights","Great Britain,World War III,War and society,Moralities,History,1914-1918,Conscientious objectors,Service, Compulsory non-military,Social justice,Prisoners of war,Ethics,Pacifism,War resistance movements,Torture,Human rights",0.67,0.12,0.41,0.51,16.00
"war, coups & terror : pakistan's army in years of turmoil","a major study on the pakistan army discusses the pakistan military's controversial role in government, its position as a force in the fight against al-qaeda and the taliban, and operations against the 2003-2004 tribal uprising",coups d'état; terrorism; civil-military relations,"Taliban,Pakistan,Pakistan History,Tribal Wars,Military Government,Coups,Counterinsurgency.,Al-Qaeda,Terrorism,Insurgency,Armed Forces","Taliban members,Pakistan,India-Pakistan Conflict, 1971,Five Civilized Tribes,Military government,Indictments,Counterinsurgency,Raqa'i, Tell al-,Terrorism,Insurgency,Armed Forces",0.33,0.08,0.27,0.47,13.00
