Title,Abstract,True_LCSH,Predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
criticism of the european court of human rights : shifting the convention system : counter-dynamics at the national and eu level,"""for some time now, the european court of human rights has been under substantial pressure the court has stumbled into a legitimacy crisis with regard to certain countries that needs to be taken seriously, since scholars warn that institutions with eroding legitimacy risk must demise or reform the goal of this volume is to explore how widespread this critical attitude of the european court of human rights really is it also assesses to what extent such criticism is being translated into strategies at the political level or at the judicial level to bring about concrete changes in the dynamics between national and european fundamental rights protection the book is topical and innovative, as these questions have so far remained largely unexplored, especially cross-nationally far from focusing exclusively on those voices that are currently raised so loud, conclusions are based on comparative in-depth reports, covering fifteen contracting parties and the eu""-- back cover",civil rights,"European Court of Human Rights, Human rights, Legal systems","International human rights courts,Human rights,Legal services",0.00,0.00,0.00,0.53,3.00
"public practice, private law : an essay on love, marriage, and the state","""marriage is ordinarily a public practice, supported by as well as supportive of society but it need not fall within the purview of the state public practice, private law articulates a conception of marriage as a morally rich and important institution that ought to be subject to private rather than legislative or judicial ordering it elaborates a robust understanding of marriage that captures what both different-sex and same-sex couples might see as valuable about their relationships it explains why sexual ethics won't yield a normative model of marriage, and why the kind of marital love worth wanting can it goes on to show how an understanding of marriage as rooted in demanding commitments can allow for divorce before arguing that the state should cease to sponsor marriages it concludes by suggesting that both state and non-state institutions should acknowledge the marriages of same-sex couples""-- provided by publisher",marriage law,"marriage, same-sex marriage, state, divorce","Marriage,Same-sex marriage,State, The,Divorce",0.00,0.00,0.00,0.48,5.00
"do the crime, do the time : juvenile criminals and adult justice in the american court system","""this book provides a fresh look at the way the united states is choosing to deal with some of the serious or persistent youth offenders: by transferring juvenile offenders to adult courts""-- provided by publisher","juvenile justice, administration of; juvenile delinquents; justice, administration of","juvenile justice, criminal justice, United States","Juvenile justice, Administration of,Criminal justice personnel,United States",0.50,0.50,0.65,0.73,4.00
"adjudicating refugee and asylum status : the role of witness, expertise, and testimony","""in this book, legal, biomedical, psychosocial, and social science scholars and practitioners offer the first comparative account of the increasing dependence on expertise in the asylum and refugee status determination process this volume presents a comprehensive study of the relevance of experts, as mediators of culture, who are called upon to corroborate, substantiate credibility, and serve as translators in the face of confusing legal standards that require proof of new forms and reasons for persecution around the globe the authors provide insights into the evidentiary burdens on asylum seekers and the expanding role of expertise in the forms of country-conditions reports, biomedical and psychiatric evaluations, and the emerging field of forensic linguistic analysis in response to emerging forms of persecution, such as gender-based or sexuality-based persecution""-- provided by publisher ""adjudicating refugee and asylum status the role of witness, expertise, and testimony in this book, an array of legal, biomedical, psychosocial, and social science scholars and practitioners offer the first comparative account of the increasing dependence on expertise in the asylum and refugee status determination process this volume presents a comprehensive study of the relevance of experts, as mediators of culture, who are called upon to corroborate, substantiate credibility, and serve as translators in the face of confusing legal standards that require proof of new forms and reasons for persecution around the globe the authors draw upon their interactions with expertise and the immigration process to provide insights into the evidentiary burdens on asylum seekers and the expanding role of expertise in the forms of country-conditions reports, biomedical and psychiatric evaluations, and the emerging field of forensic linguistic analysis in response to emerging forms of persecution, such as gender-based or sexuality-based persecution this book is essential reading for both scholars interested in the production of knowledge and clinicians considering the role of experts as mediators of asylum claims""-- provided by publisher","asylum, right of; political refugees; refugees; evidence, expert; asylum, right of","Refugees, Asylum, Expert witnesses, Testimony","Refugees,Asylum, Right of,Witnesses,False testimony",0.50,0.60,0.62,0.80,5.00
a second chance for justice : the prosecutions of gabe watson for the death of tina thomas,"tina thomas would have been turning 35 on the day that her husband of less than two weeks stood trial for her murder in the jefferson county courthouse in birmingham, alabama, us eight years and almost four months had passed since tina died on her honeymoon, while scuba diving near the ss yongala wreck on the great barrier reef in northern queensland, australia during this period, there had been extensive police investigations conducted by local, state and federal agencies in queensland and the united states; a coronial inquest; a ridiculed plea bargain; a successful appeal against the manifest inadequacy of a 12 month sentence; 18 months served in borallon correctional centre in queensland; a grand jury indictment in alabama; several days spent in an australian immigration detention centre; an international agreement not to seek the death penalty; a deportation and several pre-trial hearings -- every step of which was covered by endless public, media and social commentary as the trial of gabe watson on a charge of capital murder for pecuniary gain began, so too did the possible final chapter in this tragic, drawn-out story monday, 13 february 2012, provided the date for the commencement of gabe's capital murder trial in alabama, and the possibility that a second chance for justice could unfoldor could it? from the perspectives of the police investigators, the prosecution, the defence and tina and gabe's families, this book examines the ongoing quest for justice in the controversial double prosecution of gabe watson for the death of tina thomas",trials (murder); trials (murder); scuba diving accidents; uxoricide,"Justice, Trials (Murder), Murder, Alabama, Australia","Justice,Trials (Murder),Murder,Alabama,Australia",0.33,0.20,0.63,0.48,5.00
understanding how laws are made : american government,"""this book for elementary readers highlights the sequence of events from the idea to implementation full-color photographs and a timeline support each step in the process, from an idea for a new law through writing a bill, getting congress to pass it and the president signing it into law a glossary, further resources, and an index are included""-- provided by publisher",legislation; bill drafting,"legislation, lawmaking, United States, government, elementary education","Legislation,Law and legislation,United States,Government,Education (Elementary)",0.50,0.20,0.39,0.61,5.00
offshore contracts and liabilities,"""written by a team of top academics and highly-experienced legal practitioners, this book offers a comprehensive, well-informed and thoroughly practical guide on what is a very complex area of law it firstly provides a critical analysis of contemporary legal issues concerning offshore contracts, before going on to deliver an in-depth analysis of the numerous liability regimes inherently connected to offshore operations key features of offshore contracts and liabilities: detailed insight into contemporary legal issues concerning offshore contracts, including supplytime, heavycon and bimcoin-depth analysis of the current liability regimes with clear reference to contemporary industry practicethorough examination of the current state of the law from national, regional and international perspectivesup-to-date coverage of hot topics such as liability for offshore installations, knock-for knock agreements in offshore contracts and recently-developed new standard forms, such as windtime this book is an indispensable guide for legal practitioners, academics and industry professionals worldwide""-- provided by publisher","offshore support vessels; offshore structures; contracts, maritime; marine insurance","Offshore contracts, Liability (Law)","Offshore construction contracts,Liability (Law)",0.00,0.00,0.00,0.54,2.00
women and magna carta : a treaty for rights or wrongs?,"""are women equal? do women have equal rights? have women's campaigns for justice, access to law, property ownership and child custody rights, and rights to bodily and psychic integrity, won women advances? when women fought for the right to vote, to be on juries, to be independent beings entitled to jobs, income, equal pay and the right to industrial action, did magna carta mean anything? albeit no women were at runnymede in 1215, have women used magna carta to underpin their own struggles against the abuse of power, the denial of natural justice and human rights, and the right to be and be regarded as human? spanning eight hundred years of women's rights denial and achievement, women and the magna carta shows how far women have come and how far there is yet to go can magna carta make a difference?""--back cover",women; women's rights; women; women's rights,"Women's rights, Magna Carta","Women's rights,Time (Law)",0.50,0.50,1.00,0.62,2.00
law of war in the 21st century,"""this book is designed to teach both law students and military professionals the underlying principles governing the law of war and their appropriate applications in various wartime settings those applications include means and methods of warfare, use of precision and fully autonomous weapons, cyberwar, treatment of captured combatants and civilians, and treatment of protected places and property the book also covers specialized issues such as belligerent occupation, nation building, warfare by international organizations, neutrality, ending wars, and the procedural rules and substantive issues in war crimes trials a chapter on decision-making in wartime discusses command responsibility and gives the student a necessary taste of the underlying reality of combat appendices include four non-us law of war manuals not commonly available in english (including the russian federation s), a survey of the law of war in us history, and all or substantial portions of important cited cases""-- provided by publisher",war (international law),"War (International law), Military law, War crimes, Military ethics, Armed Forces, International humanitarian law","War (International law),Military law,War crimes,Military ethics,Armed Forces,Humanitarian law",1.00,0.17,1.00,0.64,6.00
understanding the building regulations,"""<em>praise for previous editions:</em><strong>'covers all the requirements of the building regulations as we know them today it is clear and concise in its explanations a good book'</strong> <em>clerk of works journal</em><strong>'a clear and concise introduction to the building regulations and approved documents up-to-date ́œ well presented and should benefit the student and any person wishing to find out about the building regulations and how to make an application to their local council'</strong> <em>asi journal</em>do you need a concise, jargon-free and compact guide to the uk building regulations? simon polley boils down the regulations to their basic features, explaining the core principles behind them easy to read and light enough to carry around with you, this is the ideal introduction to a vital part of your remit as a building control officer, architect or surveyorupdated with the extensive 2010 changes, and illustrated with cartoons""-- provided by publisher ""well laid out, jargon-free and easy to use this practical guide is an excellent introduction for students as well as for professionals this new edition sees full updates in line with the extensive 2010 changes to uk building regulations""-- provided by publisher",building laws,"Building laws and regulations, Building codes","Building laws,Building information modeling",1.00,0.50,1.00,0.77,2.00
law's abnegation : from law's empire to the administrative state,"""ronald dworkin once imagined law as an empire and judges as its princes but over time, the arc of law has bent steadily toward deference to the administrative state adrian vermeule argues that law has freely abandoned its imperial pretensions, and has done so for internal legal reasons in area after area, judges and lawyers, working out the logical implications of legal principles, have come to believe that administrators should be granted broad leeway to set policy, determine facts, interpret ambiguous statutes, and even define the boundaries of their own jurisdiction agencies have greater democratic legitimacy and technical competence to confront many issues than lawyers and judges do and as the questions confronting the state involving climate change, terrorism, and biotechnology (to name a few) have become ever more complex, legal logic increasingly indicates that abnegation is the wisest course of action""-- provided by publisher",judicial review of administrative acts,"law, administrative law, legal theory, administrative agencies, judicial review","Law,Administrative law,Justification (Law),Administrative agencies,Judicial review",0.00,0.00,0.00,0.52,5.00
"lincoln, the law, and presidential leadership","""from his early years as a small-town lawyer through his rise to the presidency, abraham lincoln respected the rule of law secession and the civil war, however, led him to expand presidential power in ways that often put him at odds with the supreme court and congress in this incisive essay collection, recognized scholars from a variety of academic disciplines--including history, political science, legal studies, and journalism--explore lincoln's actions as president and identify within his decision-making process his commitment to law and order and the principles of the constitution in so doing, they demonstrate how wartime pressures and problems required lincoln to confront the constitutional limitations imposed on the chief executive and expose the difficulty and ambiguity associated with the protection of civil rights during the civil war among the topics addressed are civil liberties during wartime; presidential pardons; the loyalty (or treason) of government employees; lincoln's political ideology and its influence on his approach to citizenship; lincoln's defense of the constitution, the union, and popular government; constitutional restraints on lincoln as he dealt with slavery and emancipation; and how lincoln's image has been used in presidential rhetoric although varied in their strategies and methodologies, these essays expand our understanding of lincoln's vision for a united nation grounded in the constitution together, they provide an illuminating examination of the law as lincoln applied it, the expansion of presidential war powers, and the foundation for the transformation of american society ""-- provided by publisher ""the essays in this book focus on lincoln's views on the rule of law and the constitution and expose the difficulty and ambiguity associated with the protection of civil rights during the civil war""-- provided by publisher",lawyers; presidents; presidents; rule of law; constitutional history,"Lincoln, Abraham, Presidents, United States, Law and legislation, Constitutional law, Civil rights, Executive power, Secession","Lincoln Prize,Abraham (Biblical patriarch),Presidents,United States,Law and legislation,Constitutional law,Civil rights,Executive power,Secession",0.25,0.11,0.43,0.52,9.00
"human rights, natural resource, and investment law in a globalised world: shades of grey in the shadow of the law","""in many parts of sub-saharan africa, economic liberalisation, improved transport and communication systems and the global demand for food, energy and commodities have fostered foreign investment in mining, petroleum and agriculture for food, fuel and agro-industrial commodities in 2008 foreign investment flows to the continent reached a record level at nearly us $64 billion by contributing capital, technology, know-how, infrastructure and livelihood opportunities, increased investment in natural resources may bring macro-level benefits such as economic growth and greater government revenues but it can also bring risks, as local people could lose access to the resources on which they depend not just land, but also water, wood and grazingthis book explores how the law protects the different and competing interests that are brought into contact by foreign investment projects in africa it draws on international investment and human rights law, on the national law of selected jurisdictions and on the contracts concluded for a large investment project to consider the legal frameworks regulating the growing investment flows to africa the book relates the findings of this legal analysis to an analysis of negotiating power between different holders of legally protected rights (investors, local people affected by the investment), exploring whether any differences in legal protection tend to counter, or reinforce, asymmetries in negotiating power the outcome is a thorough legal analysis that is directly anchored to social processes and that provides insights into the relationship between law and power in a globalised world ""-- provided by publisher","investments, foreign; investments, foreign","human rights, natural resources, investment law, globalization, Africa, foreign investment, mining industry, petroleum industry, agriculture industry, economic development, government revenues, land rights, water rights, wood rights, grazing rights, international law, human rights law, negotiation, power dynamics","Human rights,Natural resources,Internal revenue law,Globalization,Africa,Investments, Foreign,Mining industry,Petroleum industry,Agricultural industries,Economic development,Government competition,Land tenure,Water rights,Preserved wood,Grazing districts,International law,Liability for human rights violations,Negotiation,Power (Mechanics)",1.00,0.10,0.32,0.36,20.00
breaking the devil's pact : the battle to free the teamsters from the mob,"""in 1988, despite powerful congressional opposition, us attorney rudy giuliani brought a massive civil racketeering (rico) suit against the leaders of the behemoth international brotherhood of teamsters (ibt) and more than two dozen cosa nostra (lcn) leaders intending to land a fatal blow to the mafia, giuliani asserted that the union and organized-crime defendants had formed a devil's pact he charged the ibt leaders with allowing their organized-crime cronies to use the union as a profit center in exchange for the mobsters' political support and a share of the spoils of corruption on the eve of what would have been one of the most explosive trials in organized-crime and labor history, the department of justice and the teamsters settled <strong>breaking the devil's pact</strong> traces the fascinating history of us v ibt, beginning with giuliani's controversial lawsuit and continuing with in-depth analysis of the ups and downs of an unprecedented remedial effort involving the department of justice, the federal courts, the court-appointed officers (including former fbi and cia director william webster and former us attorney general benjamin civiletti), and the ibt itself now more than 22 years old and spanning over 5 election cycles, us v ibt is the most important labor case in the last half century, one of the most significant organized crime cases of all time, and one of the most ambitious judicial organizational reform efforts in us history <strong>breaking the devil's pact</strong> is a penetrating examination of the potential and limits of court-supervised organizational reform in the context of systemic corruption and racketeering""-- provided by publisher",mafia trials; racketeering; labor unions; organized crime investigation,"Teamsters, Labor unions, Racketeering, Organized crime, Mafia","Teamsters,Labor unions,Racketeering,Organized crime,Mafia",0.50,0.40,0.57,0.80,5.00
"regulating tobacco, alcohol, and unhealthy foods : the legal issues","""increasingly the issue of reducing premature deaths from non-communicable diseases (ncds) is one which is engaging international organizations and in 2012 world health organization member states agreed on a global monitoring framework for ncds, comprising nine voluntary targets including targets relating to harmful use of alcohol, tobacco and obesity and 25 indicators at the same time commercial industries affected by ncd risk factor regulation are increasingly challenging that regulation in domestic and international legal fora, including in constitutional courts, the world trade organization, and before investment arbitration tribunals clarifying how ncd prevention may be accommodated within these different legal systems is fundamental to the long term success of both public health regulation and the legal systems themselves this volume provides a comprehensive analysis of the key areas of domestic and international law affecting the three most common risk factors for non-communicable diseases, namely tobacco, alcohol and obesity in particular, the book explores how the effective regulation of tobacco, alcohol and unhealthy foods can be achieved pursuant to international health law and within the context of obligations imposed by international trade and investment law, international intellectual property law, and domestic laws including constitutional law the book will consider the various tensions that arise between domestic and international laws on the one hand and the regulation of ncd risk factors on the other as well as offering an original analysis of the relationship between evidence and regulation in the context of ncd risk factors the contributors to the volume then go on to examine ncd regulation from a regional perspective including discussion of domestic health regulation of ncd risk factors and the associated political and legal controversies in specific countries and regions""-- provided by publisher",tobacco; alcohol; tobacco industry; tobacco use; chronic diseases,"Tobacco, Alcohol, Food industry and trade, Non-communicable diseases, Health risk assessment, Health law, International trade, Intellectual property, Constitutional law","Tobacco,Alcohol,Food industry and trade,Communicable diseases,Health risk assessment,Public health laws,International trade,Intellectual property,Constitutional law",0.40,0.22,0.54,0.50,9.00
"eminent domain and economic growth : perspectives on benefits, harms, and new trends","""eminent domain is integral to a government's legal ability to take private property for a public purpose if used correctly, the owners are paid fair market value to educate citizens and prevent future abuse, this book exposes the good and the bad aspects of government's ability to use their power of eminent domain to acquire private property""-- provided by publisher",eminent domain; eminent domain; right of property; acquisition of property; land use,"eminent domain, economic development, property rights, public purpose","Eminent domain,Economic development,Right of property,Public use",0.50,0.50,0.57,0.67,4.00
"negotiating cultural rights : issues at stake, challenges and recommendations","the various reports on cultural rights by un special rapporteur faridah shaheed have provided a new universal standard for topics ranging from cultural diversity, cultural heritage, the right to artistic freedom and the effects of today's intellectual property regimes this book's team of international contributors reflects upon the many aspects of cultural rights discussed in faridah shaheed's reports and discusses how cultural rights support cultural diversity, foster intercultural dialogue and contribute to inclusive social, economic and political development drawing from a range of disciplines, the contributing authors explore the meaning and position of cultural rights and the implications these may have for international relations, the international legal order and cross-cultural understanding, while also offering recommendations for the future key topics discussed include the link between culture and science, gender and human rights, rights to artistic freedom, the importance of historical narratives and the impact of advertising and marketing on the enjoyment of cultural rights this worthwhile contribution to the current cultural rights debate will be of interest to academics and students teaching and studying in the fields of culture, heritage and human rights as well as policymakers who are working within cultural rights related issues-- provided by publisher",human rights; cultural property,"Cultural rights, Human rights, Cultural diversity, Intercultural communication, Intellectual property, International relations, Legal aspects, Social development","Cultural rights,Human rights,Cultural awareness,Intercultural communication,Intellectual property,International relations,Legal opinions,Social participation",0.50,0.12,0.43,0.54,8.00
academic literacy for law students : a content-based approach,"academic literacy for law students: a content-based approach is a skills-based course aimed at first-year law students who are studying in english and simultaneously acquiring it each lesson is based on a reading passage that constitutes authentic, relevant legal content the activities included in each lesson provide an opportunity to practise the academic skills needed in the law faculty the course focuses on the progressive development of reading, writing, note-taking, listening and speaking skills there is a strong emphasis on building the vocabulary needed in legal studies-- source other than library of congress",communication in law; academic writing; english language; law students; communication in education,"academic literacy, law students, content-based approach, legal studies, reading skills, writing skills, note-taking, listening skills, speaking skills, vocabulary","Literacy,Law students,Selective dissemination of information,Legal research,Test of Early Reading Ability,Writing skill,Note-taking,Listening comprehension,Communicative competence,Vocabulary",0.20,0.10,0.30,0.51,10.00
the twenty-six words that created the internet,"""this book examines the history and future of section 230 of the communications decency act, which provides websites extraordinary legal immunity for user-generated content and is responsible for the modern internet in the united states""-- provided by publisher",internet; web sites; liability (law); freedom of speech,"Internet, Section 230, Communications Decency Act, Legal Immunity, User-generated Content","Internet,529 plans,Communication in law enforcement,Judicial immunity,User-generated content",0.25,0.20,1.00,0.44,5.00
"international human rights protection : balanced, critical, realistic","""[this book] is based on the author's personal research and personal involvement with a wide range of subjects, such as: the basic concepts of civil and social rights; discrimination and affirmative action; issues of procedure and jurisdiction; the death penalty; and issues such as the protection of refugees, minorities and victims of armed conflicts at the universal level, the book introduces the reader to the labyrinth of united nations charter-based and treaty-based procedures as well as an overview of the inter-american and african systems, it deals at the regional level-particularly with the case law of the european court of human rights in strasbourg, and also looks at the national level at the case law of the us supreme court and the south african constitutional court this book adopts a particularly critical approach to the so-called 'dynamic' interpretation of the european convention on human rights by the court of strasbourg it is the author's feeling that judges, in particular those belonging to courts specialising in human rights, have a tendency to systematically support interpretations benefiting the applicants, while overlooking too easily the far-reaching implications of judgments for society as a whole the author, instead, puts forward a more balanced and more realistic approach which takes into account the difficulties democratic governments face in coping with the challenges of our present time and with the pressing needs of the realities of today's world""-- back cover",human rights; international human rights courts,"Human rights, International law, Civil rights, United Nations, European Court of Human Rights, United States Supreme Court, South African Constitutional Court","Human rights,International law,Civil rights,United Nations,International human rights courts,State courts,Free State (South Africa)",1.00,0.29,0.51,0.67,7.00
an offer you can't refuse : how us federal prosecutors force drug defendants to plead guilty,"an offer you can't refuse : how us federal prosecutors force drug defendants to plead guilty, details how federal prosecutors routinely threaten extraordinarily severe prison sentences to coerce drug defendants into surrendering their right to trial and pleading guilty prosecutors charge or threaten to charge offenses with harsh mandatory sentences and mandatory sentencing enhancements they then offer defendants a much lower sentence in exchange for pleading guilty in 97 percent of federal drug cases, defendants accept plea bargains in the rare cases in which defendants insist on going to trial, prosecutors make good on their threats the average sentence for federal drug offenders convicted after trial was three times longer than for defendants who pled guility this report is based on numerous interviews with federal prosecutors, defense attorneys, and judges, and the review of hundreds of cases it also includes new statistics developed by human rights watch that provide the most recent and detailed measure of what the report calls the ""trial penalty"" : the difference in sentences for drug defendants who plead guilty compared with those for defendants convicted after trial judges have been reduced to virtual bystanders in cases involving mandatory sentences when prosecutors choose to pursue mandatory penalties and the defendant is convicted, judges must impose the mandatory sentences, even if they are disproportionately long relative to the defendant's conduct and role in the offense they cannot exercise their traditional role of tailoring sentences to each defendant's conduct and culpability and of making sentences no longer than mecessary to serve the purposes of punishment human rights watch calls on congress to restore sentencing discretion to federal judges in drug cases it also calls on the attorney general to ensure that prosecutors pursue just sentences in all cases and do not use the threat of disproportionately long sentences to strong-arm defendants into surrendering their fundamental human right to trial --back cover",pleas of guilty; sentences (criminal procedure); trials (narcotic laws),"Drug traffic, Prosecution, Plea bargaining","Drug traffic,Prosecution,Plea bargaining",0.00,0.00,0.00,0.55,3.00
ripe with abuse : human rights conditions in south africa's fruit and wine industries,"""millions of consumers around the world enjoy the fruit and wine that come from south africa's farms but the workers who help produce these goods are among the most vulnerable people in south africa farmworkers in south africa's western cape province work long hours for little pay, often without access to toilets or drinking water they routinely are exposed to toxic pesticides and are denied proper safety equipment, even after they ask for it the housing for many farmworkers, where it does exist, is unfit for living; laborers and residents of farms also face the possibility of eviction from their homes by farm owners, and a lack of alternative housing many farmworkers who seek to remedy these conditions confront obstacles to union formation the western cape's fruit and wine industries contribute billions of rand to the country's economy and support its vibrant tourism sector yet farmworkers benefit very little from this success, and the government of south africa and farm owners largely have failed to ensure that workers receive the benefits to which they are entitled south african legislation provides important protections to farmworkers and farm dwellers, but the limited number of labor inspectors means that the government cannot guarantee that farmers throughout the province comply with national law this report---based on more than 260 interviews with a range of actors--shows the precarious position in which many farmworkers and farm dwellers continue to find themselves the problems that these rural residents face are not new, nor are they unknown to the south african government, farmers, or retailers who purchase their products south africa's human rights commission documented the same abuses in 2003 and 2008 but the steps taken to date, whether by the government or private actors, have not been sufficient to bring overall conditions on farms in line with the basic standards required either by south african law or industry codes of conduct this report urges the south african government to protect farmworkers from mistreatment, principally by enforcing their rights to adequate labor, housing, and health the government should press farm owners to promote better conditions on farms, allow inspectors unrestricted access to farms, and honor workers' rights to association in the absence of such improvements, farmworkers and farm dwellers will remain trapped in an exploitative situation with little hope of redress""--p [4] of cover",agricultural laborers; agricultural laborers; agricultural laborers; agricultural laborers; agricultural laborers; employee rights; wine industry; fruit trade; human rights,"Human rights, Agricultural laborers, Farmworkers, South Africa, Working conditions","Human rights,Agricultural laborers,Farm managers,South Africa,Working class",0.40,0.40,0.65,0.63,5.00
the law of contract,"""the law of contract provides an accessible overview of the fundamentals of contract law and its underlying rationales it also introduces and explores the main academic debates within the subject, encouraging students to decide for themselves whether the rules that contract law adopts are justifiable and, if not, how they should be altered to help students to develop the skills necessary to apply the principles of contract law to new situations, the law of contract breaks down legal problems into different and manageable steps this book covers all of the core areas studied on an undergraduate course and incorporates chapter summaries and self-test questions to reinforce students' learning and aid revision, as well as further reading sections to provide a platform for further study online resource center updates web links""-- provided by publisher",contracts; contracts,"Contracts, Contract law","Contracts,Default (Law)",1.00,0.50,0.63,0.62,2.00
religious freedom in an egalitarian age,"americans today are struggling with conflicts between religious freedom and equality law although such tensions are not new, they are newly vibrant and visible, partly because of egalitarian advances on issues such as lgbt rights and women's reproductive freedom those advances have run up against claims by religious traditionalists such as kim davis, the county clerk who refused to issue marriage licenses to same-sex couples and hobby lobby, the business corporation that won the right to deny contraception coverage to its employees religious freedom in an egalitarian age argues that such conflicts can be resolved without irrationality or arbitrariness the book provides a method for thinking through problems of religion and equality in a reasoned way and recommends solutions in the areas of employment, public accommodations, government officials, and public funding-- provided by publisher",freedom of religion; equality before the law; discrimination; discrimination; civil rights; civil rights; sexual minorities; law,"Religious freedom, Equality, LGBT rights, Women's rights, Religious traditionalism, Contraception, Employment discrimination, Public accommodations, Government officials, Public funding","Freedom of religion,Equality,Gay rights,Women's rights,Religious life and customs,Contraception,Discrimination in employment,Gay accommodations,Government executives,Crowd funding",0.17,0.10,0.32,0.55,10.00
straight talk about south carolina divorce law,"""a clear and detailed guide to how divorce and family law cases are actually handled and resolved in south carolina it is a practical and realistic overview of how lawyers, experts and mediators operate, and how family court judges decide what happens in divorce, custody and matrimonial cases""--p [4] of cover",divorce; separation (law); husband and wife; domestic relations,"Divorce, Family law, South Carolina","Divorce,Law family,South Carolina",0.25,0.33,0.63,0.58,3.00
intellectual property in the life sciences : a global guide to rights and their applications,"""in the context of challenging economic circumstances, increasing generic competition and greater pressure on drug pipelines, these are unprecedented times for the life sciences sector the response from many quarters has been diversification and the movement of business models away from traditional 'blockbuster' small-molecule drugs towards more varied products however, from university start-ups to the established pharmaceutical giants, the life sciences business still hinges on one simple rule: the need for market exclusivity given the difficulty and expense involved in life sciences research, it follows that ip rights, in all their forms, are intricately interwoven with the life sciences intellectual property in the life sciences is an exciting new title designed to provide guidance on the ip issues affecting the life sciences sector it uniquely satisfies two practical needs: a global reach that reflects the worldwide markets within which the life sciences industry now operates, and a sector-based approach addressing the issues that those in the business face written by a team of the world's leading specialists in the field, including lewis ho from simmons & simmons, joachim feldges from field fisher waterhouse, miquel montana from clifford chance and pravin anand from anand and anand, this accessible guide provides an overview of the key international and european ip legislation, complementing the book's central theme of monopoly protection in addition, the book features coverage from 15 jurisdictions of the most important and topical life sciences issues on which intellectual property has an impact subjects explored within the national chapters include small molecules, secondary patents, dna, biologicals and personalised medicines, patent infringement and enforcement, compulsory licensing, branding and designs, counterfeiting and collaborative models this new guide is essential reading for lawyers, in-house counsel and other professionals advising firms in the life science industry""--provided by publisher",biotechnology industries; biotechnology industries; intellectual property,"intellectual property, life sciences, global guide, rights, applications","Intellectual property,Life sciences,Global software development,Group rights,Application",0.50,0.20,0.63,0.44,5.00
laws against strikes : the south african experience in an international and comparative perspective,"the marikana massacre at a platinum mine in south africa on 16 august 2012 reflected a deep social crisis in post-apartheid south africa, but also marked a failure of voluntary collective bargaining against the backdrop of marikana and other violent protest action in ""south africa, laws against strikes examines what went wrong with labour relations in south africa and what can be done to stabilise and improve those relations in the european union, the right to strike has been at the centre of the complex and controversial jurisprudence of the court of justice regarding industrial action, which started with the rulings in viking and laval in 2007 although violence was not a factor in those cases, they brought into public focus the problem of disequilibrium between economic freedoms and fundamental social rights since 2008, the era of austerity measures in europe has also called into question the adequacy of labour laws and has revealed that organisations representing collective interests lack the power to significantly influence macro-economic policy laws against strikes, comprising contributions from south african, italian and british legal scholars, examines the right to strike in periods of socio-economic crisis the book aims to contribute to the debates on this issue, by comparing, where appropriate, the operation of the right to strike in south africa with its operation in the european union countries""--page 4 of book cover","strikes and lockouts; labor laws and legislation; strikes and lockouts; labor laws and legislation; labor laws and legislation, international","strikes, labor laws, labor relations, post-apartheid era, collective bargaining, South Africa, European Union","Striking,Labor laws and legislation,Labor disputes,Post-apartheid era,Collective bargaining,South Africa,European Union",0.33,0.14,0.39,0.52,7.00
media law and ethics,"""the third edition of <em>media law and ethics</em> features a complete updating of all major us supreme court cases and lower court decisions through 1998; more discussion throughout the book on media ethics and the role of ethics in media law; and an updated appendix that now features a copy of the us constitution, new sample copyright and trademark registration forms, and the current versions of major media codes of ethics, including the new code of the society of professional journalists<br><br>extensively updated and expanded chapters provide:<br>*more detailed explanations of the legal system, the judicial process, and the relationship between media ethics and media law;<br>*new cases in this developing area of the law that has attracted renewed attention from the us supreme court;<br>*the new telecommunications act and the communications decency act;<br>*a discussion of telecommunications and the internet;<br>*new developments in access to courts, records, and meetings such as recent court decisions and statutory changes; and<br>*more information about trademark and trade secret laws and recent changes in copyright laws, as well as major court decisions on intellectual property<br><br>the book has also been updated to include new developments in obscenity and indecency laws, such as the communications decency act, and the us supreme court decision in reno vs aclu in addition, the instructor's manual includes a listing of electronic sources of information about media law, sample exams, and a sample syllabus""-- provided by publisher ""this is the first textbook to explicitly integrate both media law and ethics within one volume a truly comprehensive overview, this text is a thoughtful introduction to media law principles and cases and the related ethical concerns relevant to the practice of professional communication with special attention made to key cases and practices, authors roy l moore and michael d murray revisit the most timely and incendiary issues in modern american media exploring where the law ends and ethics begin, each chapter includes a discussion of the ethical dimensions of a specific legal topic the fourth edition includes new legal cases and emerging issues in media law and ethics as well as revised subject and case indexes in addition to a separate chapter devoted exclusively to media ethics by michael farrell, a new chapter on international and foreign law by dr kyu ho youm has also been added resources on the companion website include updated powerpoint presentations, an instructor manual, and a sample syllabus for instructors, and study guides, practice quizzes, and all seven of the book's original appendices for students an excellent integration of both law and ethics, this is the ideal text for undergraduate and graduate courses in media law and ethics""-- provided by publisher",mass media; mass media,"Mass media law, Mass media - Law and legislation, Mass media - Moral and ethical aspects","Law in mass media,Law in mass media,Right and wrong in mass media",0.00,0.00,0.00,0.72,2.00
