title,abstract,lcsh_subject_headings,predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
the twenty-six words that created the internet,"""this book examines the history and future of section 230 of the communications decency act, which provides websites extraordinary legal immunity for user-generated content and is responsible for the modern internet in the united states""-- provided by publisher",internet; web sites; liability (law); freedom of speech,"Cyberspace law,Computer network laws,Digital divide,United States,Information technology law,Social media law,Internet governance,Internet law,Online content regulation,Digital rights and responsibilities,Online free speech","Cyberspace operations (International law),Computer insurance,Digital divide,United States,Technology and law,Law in social media,Internet governance,Internet fraud,Law in social media,Digital rights management,Online hate speech",0.00,0.00,0.00,0.45,11.00
"international human rights protection : balanced, critical, realistic","""[this book] is based on the author's personal research and personal involvement with a wide range of subjects, such as: the basic concepts of civil and social rights; discrimination and affirmative action; issues of procedure and jurisdiction; the death penalty; and issues such as the protection of refugees, minorities and victims of armed conflicts at the universal level, the book introduces the reader to the labyrinth of united nations charter-based and treaty-based procedures as well as an overview of the inter-american and african systems, it deals at the regional level-particularly with the case law of the european court of human rights in strasbourg, and also looks at the national level at the case law of the us supreme court and the south african constitutional court this book adopts a particularly critical approach to the so-called 'dynamic' interpretation of the european convention on human rights by the court of strasbourg it is the author's feeling that judges, in particular those belonging to courts specialising in human rights, have a tendency to systematically support interpretations benefiting the applicants, while overlooking too easily the far-reaching implications of judgments for society as a whole the author, instead, puts forward a more balanced and more realistic approach which takes into account the difficulties democratic governments face in coping with the challenges of our present time and with the pressing needs of the realities of today's world""-- back cover",human rights; international human rights courts,"European Convention on Human Rights,Jurisdiction,Constitutional courts,International law,Affirmative action,Human rights,International human rights law,United Nations,Death penalty","Deportations from Romania,Jurisdiction,Constitutional courts,International law,Affirmative action programs,Human rights,International law and human rights,United Nations,Capital punishment",0.50,0.11,0.63,0.62,9.00
an offer you can't refuse : how us federal prosecutors force drug defendants to plead guilty,"an offer you can't refuse : how us federal prosecutors force drug defendants to plead guilty, details how federal prosecutors routinely threaten extraordinarily severe prison sentences to coerce drug defendants into surrendering their right to trial and pleading guilty prosecutors charge or threaten to charge offenses with harsh mandatory sentences and mandatory sentencing enhancements they then offer defendants a much lower sentence in exchange for pleading guilty in 97 percent of federal drug cases, defendants accept plea bargains in the rare cases in which defendants insist on going to trial, prosecutors make good on their threats the average sentence for federal drug offenders convicted after trial was three times longer than for defendants who pled guility this report is based on numerous interviews with federal prosecutors, defense attorneys, and judges, and the review of hundreds of cases it also includes new statistics developed by human rights watch that provide the most recent and detailed measure of what the report calls the ""trial penalty"" : the difference in sentences for drug defendants who plead guilty compared with those for defendants convicted after trial judges have been reduced to virtual bystanders in cases involving mandatory sentences when prosecutors choose to pursue mandatory penalties and the defendant is convicted, judges must impose the mandatory sentences, even if they are disproportionately long relative to the defendant's conduct and role in the offense they cannot exercise their traditional role of tailoring sentences to each defendant's conduct and culpability and of making sentences no longer than mecessary to serve the purposes of punishment human rights watch calls on congress to restore sentencing discretion to federal judges in drug cases it also calls on the attorney general to ensure that prosecutors pursue just sentences in all cases and do not use the threat of disproportionately long sentences to strong-arm defendants into surrendering their fundamental human right to trial --back cover",pleas of guilty; sentences (criminal procedure); trials (narcotic laws),"Plea bargaining,Criminal justice reform,Judicial discretion,Mandatory sentencing,Right to a fair trial,Sentencing (Law),Criminal procedure,Sentencing law,United States,Criminal justice","Plea bargaining,Criminal justice system,Judicial discretion,Warning out (Law),Fair trial,Mistake (Criminal law),Criminal procedure,Mistake (Criminal law),United States,Criminal justice personnel",0.00,0.00,0.00,0.58,10.00
ripe with abuse : human rights conditions in south africa's fruit and wine industries,"""millions of consumers around the world enjoy the fruit and wine that come from south africa's farms but the workers who help produce these goods are among the most vulnerable people in south africa farmworkers in south africa's western cape province work long hours for little pay, often without access to toilets or drinking water they routinely are exposed to toxic pesticides and are denied proper safety equipment, even after they ask for it the housing for many farmworkers, where it does exist, is unfit for living; laborers and residents of farms also face the possibility of eviction from their homes by farm owners, and a lack of alternative housing many farmworkers who seek to remedy these conditions confront obstacles to union formation the western cape's fruit and wine industries contribute billions of rand to the country's economy and support its vibrant tourism sector yet farmworkers benefit very little from this success, and the government of south africa and farm owners largely have failed to ensure that workers receive the benefits to which they are entitled south african legislation provides important protections to farmworkers and farm dwellers, but the limited number of labor inspectors means that the government cannot guarantee that farmers throughout the province comply with national law this report---based on more than 260 interviews with a range of actors--shows the precarious position in which many farmworkers and farm dwellers continue to find themselves the problems that these rural residents face are not new, nor are they unknown to the south african government, farmers, or retailers who purchase their products south africa's human rights commission documented the same abuses in 2003 and 2008 but the steps taken to date, whether by the government or private actors, have not been sufficient to bring overall conditions on farms in line with the basic standards required either by south african law or industry codes of conduct this report urges the south african government to protect farmworkers from mistreatment, principally by enforcing their rights to adequate labor, housing, and health the government should press farm owners to promote better conditions on farms, allow inspectors unrestricted access to farms, and honor workers' rights to association in the absence of such improvements, farmworkers and farm dwellers will remain trapped in an exploitative situation with little hope of redress""--p [4] of cover",agricultural laborers; agricultural laborers; agricultural laborers; agricultural laborers; agricultural laborers; employee rights; wine industry; fruit trade; human rights,"Workers' rights,Labor unions,Poverty,Labor conditions,South Africa,Labor laws and legislation,Agricultural laborers,Western Cape (South Africa),Rural poor,Occupational health and safety,Human rights,Farm workers","Workers' compensation,Labor unions,Poverty,Labor turnover,South Africa,Labor laws and legislation,Agricultural laborers,Good Hope, Cape of (South Africa : Cape),Rural poor,Occupational mortality,Human rights,Older farmers",0.40,0.17,0.51,0.58,12.00
the law of contract,"""the law of contract provides an accessible overview of the fundamentals of contract law and its underlying rationales it also introduces and explores the main academic debates within the subject, encouraging students to decide for themselves whether the rules that contract law adopts are justifiable and, if not, how they should be altered to help students to develop the skills necessary to apply the principles of contract law to new situations, the law of contract breaks down legal problems into different and manageable steps this book covers all of the core areas studied on an undergraduate course and incorporates chapter summaries and self-test questions to reinforce students' learning and aid revision, as well as further reading sections to provide a platform for further study online resource center updates web links""-- provided by publisher",contracts; contracts,"Property law,Contract law,Business law,Law,Law of contracts,Contracts (Law),Tort law,Law study and teaching,Civil law,Commercial law","Right of property,Default (Law),Commercial law,Law,Real contracts (Civil law),Real contracts (Civil law),Torts (International law),Law teachers,Civil law,Commercial law",0.00,0.00,0.00,0.48,10.00
religious freedom in an egalitarian age,"americans today are struggling with conflicts between religious freedom and equality law although such tensions are not new, they are newly vibrant and visible, partly because of egalitarian advances on issues such as lgbt rights and women's reproductive freedom those advances have run up against claims by religious traditionalists such as kim davis, the county clerk who refused to issue marriage licenses to same-sex couples and hobby lobby, the business corporation that won the right to deny contraception coverage to its employees religious freedom in an egalitarian age argues that such conflicts can be resolved without irrationality or arbitrariness the book provides a method for thinking through problems of religion and equality in a reasoned way and recommends solutions in the areas of employment, public accommodations, government officials, and public funding-- provided by publisher",freedom of religion; equality before the law; discrimination; discrimination; civil rights; civil rights; sexual minorities; law,"Church and state,Women's rights,Religious freedom,LGBT rights,Social justice,Government officials,Public policy,Civil rights,Equality before the law,Marriage law,Contraception","Church and state,Women's rights,Freedom of religion,Gay rights,Social justice,Government executives,Public policy,Civil rights,Equality before the law,Marriage law,Contraception",0.33,0.18,0.48,0.63,11.00
straight talk about south carolina divorce law,"""a clear and detailed guide to how divorce and family law cases are actually handled and resolved in south carolina it is a practical and realistic overview of how lawyers, experts and mediators operate, and how family court judges decide what happens in divorce, custody and matrimonial cases""--p [4] of cover",divorce; separation (law); husband and wife; domestic relations,"Family law,Custody of children,Mediation,Family courts,South Carolina,Divorce law,Marriage dissolution,Marriage law","Law family,Custody of children,Mediation,Court family,South Carolina,Marriage law,No-fault divorce,Marriage law",0.00,0.00,0.00,0.53,8.00
intellectual property in the life sciences : a global guide to rights and their applications,"""in the context of challenging economic circumstances, increasing generic competition and greater pressure on drug pipelines, these are unprecedented times for the life sciences sector the response from many quarters has been diversification and the movement of business models away from traditional 'blockbuster' small-molecule drugs towards more varied products however, from university start-ups to the established pharmaceutical giants, the life sciences business still hinges on one simple rule: the need for market exclusivity given the difficulty and expense involved in life sciences research, it follows that ip rights, in all their forms, are intricately interwoven with the life sciences intellectual property in the life sciences is an exciting new title designed to provide guidance on the ip issues affecting the life sciences sector it uniquely satisfies two practical needs: a global reach that reflects the worldwide markets within which the life sciences industry now operates, and a sector-based approach addressing the issues that those in the business face written by a team of the world's leading specialists in the field, including lewis ho from simmons & simmons, joachim feldges from field fisher waterhouse, miquel montana from clifford chance and pravin anand from anand and anand, this accessible guide provides an overview of the key international and european ip legislation, complementing the book's central theme of monopoly protection in addition, the book features coverage from 15 jurisdictions of the most important and topical life sciences issues on which intellectual property has an impact subjects explored within the national chapters include small molecules, secondary patents, dna, biologicals and personalised medicines, patent infringement and enforcement, compulsory licensing, branding and designs, counterfeiting and collaborative models this new guide is essential reading for lawyers, in-house counsel and other professionals advising firms in the life science industry""--provided by publisher",biotechnology industries; biotechnology industries; intellectual property,"Biotechnology,Drug development,Globalization,Pharmaceutical industry,Research,International business enterprises,Development,Medicine,Biotechnology industry,Patent law,Technology transfer,Innovation,Intellectual property law,Life sciences,Intellectual property","Biotechnology,Drug development,Globalization,Pharmaceutical industry,Research,International business enterprises,Development,Medicine,Biotechnology industries,Patent laws and legislation,Technology transfer,Efficiency,Intellectual property insurance,Life sciences,Intellectual property",0.50,0.07,0.28,0.58,15.00
laws against strikes : the south african experience in an international and comparative perspective,"the marikana massacre at a platinum mine in south africa on 16 august 2012 reflected a deep social crisis in post-apartheid south africa, but also marked a failure of voluntary collective bargaining against the backdrop of marikana and other violent protest action in ""south africa, laws against strikes examines what went wrong with labour relations in south africa and what can be done to stabilise and improve those relations in the european union, the right to strike has been at the centre of the complex and controversial jurisprudence of the court of justice regarding industrial action, which started with the rulings in viking and laval in 2007 although violence was not a factor in those cases, they brought into public focus the problem of disequilibrium between economic freedoms and fundamental social rights since 2008, the era of austerity measures in europe has also called into question the adequacy of labour laws and has revealed that organisations representing collective interests lack the power to significantly influence macro-economic policy laws against strikes, comprising contributions from south african, italian and british legal scholars, examines the right to strike in periods of socio-economic crisis the book aims to contribute to the debates on this issue, by comparing, where appropriate, the operation of the right to strike in south africa with its operation in the european union countries""--page 4 of book cover","strikes and lockouts; labor laws and legislation; strikes and lockouts; labor laws and legislation; labor laws and legislation, international","South Africa,Labor laws and legislation,Right to strike,Industrial relations,Labor disputes,Social rights,Strikes and lockouts,European Union countries,Collective bargaining,Economic crises","South Africa,Labor laws and legislation,Right to strike,Industrial relations,Labor disputes,Social rights,Strikes and lockouts,European Union countries,Collective bargaining,Financial crises",0.67,0.20,0.92,0.54,10.00
media law and ethics,"""the third edition of <em>media law and ethics</em> features a complete updating of all major us supreme court cases and lower court decisions through 1998; more discussion throughout the book on media ethics and the role of ethics in media law; and an updated appendix that now features a copy of the us constitution, new sample copyright and trademark registration forms, and the current versions of major media codes of ethics, including the new code of the society of professional journalists<br><br>extensively updated and expanded chapters provide:<br>*more detailed explanations of the legal system, the judicial process, and the relationship between media ethics and media law;<br>*new cases in this developing area of the law that has attracted renewed attention from the us supreme court;<br>*the new telecommunications act and the communications decency act;<br>*a discussion of telecommunications and the internet;<br>*new developments in access to courts, records, and meetings such as recent court decisions and statutory changes; and<br>*more information about trademark and trade secret laws and recent changes in copyright laws, as well as major court decisions on intellectual property<br><br>the book has also been updated to include new developments in obscenity and indecency laws, such as the communications decency act, and the us supreme court decision in reno vs aclu in addition, the instructor's manual includes a listing of electronic sources of information about media law, sample exams, and a sample syllabus""-- provided by publisher ""this is the first textbook to explicitly integrate both media law and ethics within one volume a truly comprehensive overview, this text is a thoughtful introduction to media law principles and cases and the related ethical concerns relevant to the practice of professional communication with special attention made to key cases and practices, authors roy l moore and michael d murray revisit the most timely and incendiary issues in modern american media exploring where the law ends and ethics begin, each chapter includes a discussion of the ethical dimensions of a specific legal topic the fourth edition includes new legal cases and emerging issues in media law and ethics as well as revised subject and case indexes in addition to a separate chapter devoted exclusively to media ethics by michael farrell, a new chapter on international and foreign law by dr kyu ho youm has also been added resources on the companion website include updated powerpoint presentations, an instructor manual, and a sample syllabus for instructors, and study guides, practice quizzes, and all seven of the book's original appendices for students an excellent integration of both law and ethics, this is the ideal text for undergraduate and graduate courses in media law and ethics""-- provided by publisher",mass media; mass media,"Journalism,Law,Mass media,Media regulation,Ethics,Media ethics,Communications law,Freedom of speech","Journalism,Law,Mass media,Mass media policy,Ethics,Ethical problems on television,Communication policy,Freedom of speech",1.00,0.12,1.00,0.51,8.00
the role of courts in transitional justice : voices from latin america and spain,"""this book examines the role of courts in times of transition the book focuses on judicial experiences from the iberoamerican region, in particular argentina, chile, colombia, spain and guatemala, exploring the extent to which national courts have been able to shoulder the task of investigating and prosecuting grave crimes such as genocide, crimes against humanity and war crimes, committed in the context of a previous repressive rule or current conflict the volume contains contributions from judges, prosecutors, and scholarly experts in the region it offers first-hand experiences and expert findings on crucial issues surrounding the role of the courts including: balancing principles of justice and fundamental concerns about legality and non-retroactivity; security problems facing courts in conflict situations; the immense case load; the role of regional and international courts in aiding their national counterparts; and the cooperation between different and overlapping jurisdictional competences the book also draws attention to the way in which regional and international courts have come to contribute to the initiation of national judicial processes, above all, through international standard-setting and pressure it goes on to articulate a philosophical critique of the dominant understandings of transitional justice because it has not paid sufficient attention to criminal justice in this context, the volume outlines an alternative conceptualisation that seems better equipped to both explain the recent developments towards the 'judicialization' of transitional justice politics while, at the same time, also insisting on the continued need for caution and critical reflection on the role of courts in times of transition""-- provided by publisher","transitional justice; justice, administration of; courts; transitional justice; justice, administration of; courts; international criminal law","War crimes,Spain,Genocide,Chile,International courts,Repression,Colombia,Conflict resolution,Crimes against humanity,Jurisdiction,Latin America,Transitional justice,Criminal justice reform,Human rights violations,Judicial process,Guatemala,Rule of law,Argentina,International criminal courts,Accountability,Human rights","War crimes,Spain,Genocide,Chile,International courts,Repression (Psychology),Colombia,Conflict management,Crimes against humanity,Jurisdiction,Latin America,Transitional justice,Criminal justice system,Human rights,Judicial process,Guatemala,Rule of law,Argentina,International criminal courts,Government accountability,Human rights",0.20,0.05,0.24,0.49,21.00
global trade and international law,"a compilation of selected articles written over the last forty-five years on the legal, political, and policy aspects of international law, foreign policy, international relations, and global trade it concludes with recent blog posts written from 2011-2012 on trade issues such as money laundering, resources nationalism, global taxation, foreign corruption, asean, currency wars, and cyber espionage the whole reflects the changing emphasis in the larger society from broader political questions to the economic and security issues of this decade--provided by publisher",international law; international relations; international trade; foreign trade regulation; foreign trade regulation,"Economic Policy,Foreign Trade and International Business,Globalization,Economic Development,International Trade,Global Economic Conditions,Law and Legislation,International Law,International Relations,Foreign Policy","Economic policy,Comparative advantage (International trade),Globalization,Economic development,International trade,Economic conditions,Law and legislation,International law,International relations,Foreign relations",0.75,0.30,0.76,0.73,10.00
misuse of market power : rationale and reform,"""laws prohibiting unilateral anticompetitive conduct have been the subject of vigorous international debate for decades, as policymakers, antitrust scholars and agencies continue to disagree over how best to regulate the market conduct of a single firm with substantial market power katharine kemp describes the controversy over australia's misuse of market power laws in recent years, which mirrored the international debate in this sphere, and culminated in the fundamental reform of the misuse of market power prohibition under the competition and consumer act 2010 (cth) in 2017 misuse of market power: rationale and reform explains australia's new misuse of market power law, which adopts an 'effects-based test' for unilateral conduct, and makes a comparative analysis between australian tests for unilateral anticompetitive conduct and tests from the us and the eu this text also illuminates the frequently-mentioned, but little understood, concept of 'purpose' and its role in framing unilateral conduct standards""-- provided by publisher",antitrust law; industrial concentration,"monopolies,Business law,law and legislation,Corporate abuse,Antitrust law,Competition,Unfair competition,Market power,Monopolies and restrictive practices","Monopolies,Commercial law,Law and legislation,Inclosures,Antitrust law,Competition,Competition, Unfair,Efficient market theory,Government monopolies",0.50,0.11,0.36,0.51,9.00
corruption : a glossary of international standards in criminal law,"this glossary explains the key elements required to classify corruption as a criminal act, according to three major international conventions: (1) the oecd convention on combating bribery of foreign public officials in international business transactions; (2) the council of europe's criminal law convention on corruption; and (3) the united nation's convention against corruption the glossary examines and elaborates on the requirements of the conventions and explains how they can be effectively introduced into the national legislation the glossary is also a practical tool for monitoring country compliance with the international anti-corruption conventions, as well as raising awareness of these conventions--publisher's description",corruption; bribery; criminal law; international cooperation,"Corruption,Criminal law,Law,Anti,Bribery,Business ethics,White,International cooperation in criminal matters,International cooperation,Criminal justice","Corruption,Criminal law,Law,Days,Bribery,Business ethics,White,Criminal investigation (International law),International cooperation,Criminal justice personnel",1.00,0.40,0.68,0.72,10.00
madam chief justice : jean hoefer toal of south carolina,"""in madam chief justice, editors w lewis burke jr and joan p assey chronicle the remarkable career of jean hoefer toal, south carolina's first female supreme court chief justice as a lawyer, legislator, and judge, toal is one of the most accomplished womenin south carolina history in this volume, contributors, including two united states supreme court justices, federal and state judges state leaders, historians, legal scholars, leading attorneys, family, and friends, provide analysis, perspective, and biographical information about the life and career of this dynamic leader and her role in shaping south carolina growing up in columbia during the 1950s and 60s, jean hoefer was a youthful witness to the civil rights movement in the state and nation observing the state's premier civil rights lawyer matthew j perry jr in court encouraged her to attend law school, where she met her husband, bill toal when she was admitted to the south carolina bar in 1968, fewer than one hundred women had been admitted in the state's history from then forward she was both a leader and a role model as a lawyer she excelled in trial and appellate work and won major victories on behalf of native americans and women in 1975, toal was elected to the south carolina house of representatives and despite her age and gender quickly became one of the most respected members of that body during her fourteen years as a house member, toal promoted major legislation on many issuesincluding constitutional law, criminal law, utilities regulation, local government, state appropriations, workers compensation, and freedom of information in 1988, toal was sworn in as the first female justice on the supreme court of south carolina, where she made her mark through her preparation and insight she was elected chief justice in 2000, becoming the first woman ever to hold the highest position in the state's judiciary as chief justice, toal not only modernized her court, but also the state's judicial system as toal's two daughters write in their chapter, the traits their mother brings to her professional life--exuberance, determination, and loyalty--are the same traits she demonstrates in her personal and family life as a child, toal loved roller skating in the lobby of the post office,a historic building that now serves as the supreme court of south carolina from a child in columbia to madam chief justice, her story comes full circle in this compelling account of her life and influence madam chief justice features a foreword by sandra day o'connor, retired associate justice of the united state supreme court, and an introduction by ruth bader ginsburg, an associate justice of the united states supreme court""-- provided by publisher",women judges,"Judges,Chief justices,Judicial reform,Supreme Court judges,Women judges,Politicians,Women lawyers,Biography,South Carolina,Women in law,Lawyers,Women in politics,Women politicians,Women's rights,Female,Law reform","Judges,Justices of the peace,Judicial independence,Judges,Women judges,Politicians,Women lawyers,Biography,South Carolina,Women law students,Lawyers,Women political activists,Women politicians,Women's rights,Female friendship,Law reform",1.00,0.06,0.36,0.51,16.00
greening eu competition law and policy,"""one of the fundamental challenges currently facing the eu is that of reconciling its economic and environmental policies nevertheless, the role of environmental protection in eu competition law and policy has often been overlooked recent years have witnessed a shift in environmental regulation from reliance on command and control to an increased use of market-based environmental policy instruments such as environmental taxes, green subsidies, emissions trading and the encouragement of voluntary corporate green initiatives by bringing the market into environmental policy, such instruments raise a host of issues that competition law must address this interdisciplinary treatment of the interaction between these key eu policy areas challenges the view that eu competition policy is a special case, insulated from environmental concerns by the overriding efficiency imperative, and puts forward practical proposals for achieving genuine integration""-- provided by publisher",antitrust law; environmental law,"Market,international,Environmental policy,Sustainable development,European Union policies,European economic integration,Corporate social responsibility,Competition,Environmental protection,European Union countries,Environmental law","Markets,International,Environmental policy,Sustainable development,European Union,Economic assistance, European,Corporate power,Competition,Environmental protection,European Union countries,Environmental law",0.50,0.09,0.29,0.44,11.00
normative jurisprudence : an introduction,"""this book aims to reinvigorate normative legal scholarship that both criticizes positive law and suggests reforms for it, on the basis of stated moral values and legalistic ideals""-- provided by publisher ""normative jurisprudence aims to reinvigorate normative legal scholarship that both criticizes positive law and suggests reforms for it, on the basis of stated moral values and legalistic ideals it looks sequentially and in detail at the three major traditions in jurisprudence - natural law, legal positivism, and critical legal studies - that have in the past provided philosophical foundations for just such normative scholarship over the last fifty years or so, all of these traditions, although for different reasons, have taken a number of different turns - toward empirical analysis, conceptual analysis, or foucaultian critique - and away from straightforward normative criticism as a result, normative legal scholarship - scholarship that is aimed at criticism and reform - is now lacking a foundation in jurisprudential thought the book criticizes those developments and suggests a return, albeit with different and in many ways larger challenges, to this traditional understanding of the purpose of legal scholarship""-- provided by publisher",jurisprudence,"Natural Law,Law,Critical Legal Studies,Ethics,Philosophy of Law,Legal Philosophy,Legal Positivism,Jurisprudence,Moral Values","Natural law,Law,Critical legal studies,Ethics,Law (Philosophical concept),Law (Philosophical concept),Legal positivism,Jurisprudence,Moralities",1.00,0.11,0.30,0.62,9.00
organ transplants from executed prisoners : an argument for death sentence organ removal statutes,"""in its second edition, this book continues the debate on whether transplantable organs of executed capital felons should be used to save lives it provides relevant data and information necessary for making an informed and intelligent decision on this matter the author argues that the constitution supports the removal of transplantable organs from executed capital felons""-- provided by publisher","donation of organs, tissues, etc; capital punishment; dead bodies (law)","Organ donation,Constitutional law,Organ transplantation,Transplantation of organs,Medical ethics,Bioethics,Death row inmates,Capital punishment,Human organ procurement","Organ donors,Constitutional law,Organ stops,Transplantation of organs, tissues, etc,Medical ethics,Bioethics,Death row inmates,Capital punishment,Procurement of organs, tissues, etc",0.20,0.11,0.39,0.65,9.00
processes and production methods (ppms) in wto law : interfacing trade and social goals,"""despite a decades-long debate, starting with the 'tuna-dolphin' disputes of the 1990s, questions on the status of national regulatory measures linked to processes and production methods in wto law have yet remained unsolved likewise, labelling requirements relating to unincorporated aspects of a product's life cycle remain strongly contested these ongoing disputes at the wto as well as global social and environmental challenges related to economic activities show how topical and important the search for adequate answers still is processes and production methods (ppms) in wto law identifies and comprehensively analyses the key legal problems concerning such measures, setting them in the context of the current debate and its economic and regulatory background christiane r conrad develops a new approach to this debate which draws on the objectives and established economic rationales of the wto agreements""--provided by publisher",foreign trade regulation,"Sustainable development,International trade law,World Trade Organization,Trade regulations,Economic regulations,Environmental protection,Process control,Production methods,Environmental law,International trade","Sustainable development,Foreign trade regulation,International organization,Trade regulation,Externalities (Economics),Environmental protection,Process control,Production methods,Environmental law,International trade",0.00,0.00,0.00,0.45,10.00
competition law and the enforcement of article 102,"""with incisive and thought-provoking contributions from both leading academics and practitioners, this book addresses in detail the major areas in relation to the commission guidance paper on applying article 82 of the ec treaty (now article 102) the paper has been at the center of much of the recent debate on antitrust policy in europe and has generated significant controversy and intense debate the authors contend that the guidance from the commission is on the one hand entirely justifiable in its focus on consumer harm in identifying what constitutes an abuse, but that on the other it is not consistent enough in its message, nor indeed does it offer enough structural guidance on the practical application of the approach the book addresses all of these concerns, considers the reform of article 102, and identifies the challenges inherent in its enforcement, looking for instance at enforcement in certain sectors, such as the high tech sector the book considers recent seminal antitrust cases such as the microsoft case to illuminate and better understand abuse of dominance it brings a line of clarity to often contradictory messages and in so doing provides invaluable practical guidance to enforcers and practitioners alike the editors combine the insight of a leading international economist and an experienced antitrust scholar, and the contributions are linked by a common emphasis on a strong economic approach to antitrust enforcement""-- provided by publisher",antitrust law,"Restrictive trade practices,Abuse of dominance,Tying,Antitrust law,Antitrust cases,Abuse of business power,Competition law,Horizontal restraints,European Union,Monopolies,Exclusive dealing,Competition,Unfair competition,Dominance (Economics),Enforcement of laws,Europe","Restraint of trade,Dominance (Psychology),Tie hacks,Antitrust law,Antitrust law,Business failures,Performance (Law),Prior restraint,European Union,Monopolies,Strict liability,Competition,Competition, Unfair,Comparative economics,Criminal law,Europe",1.00,0.06,0.33,0.43,16.00
a world without privacy : what law can and should do?,"""recent revelations about america's national security agency offer a stark reminder of the challenges posed by the rise of the digital age for american law these challenges refigure the meaning of autonomy and the meaning of the word ""social"" in an age of new modalities of surveillance and social interaction, as well as new reproductive technologies and the biotechnology revolution each of these developments seems to portend a world without privacy, or at least a world in which the meaning of privacy is radically transformed, both as a legal idea and a lived reality each requires us to rethink the role that law can and should play in responding to today's threats to privacy can the law keep up with emerging threats to privacy? can it provide effective protection against new forms of surveillance? this book offers some answers to these questions it considers several different understandings of privacy and provides examples of legal responses to the threats to privacy associated with new modalities of surveillance, the rise of digital technology, the excesses of the bush and obama administrations, and the continuing war on terror""-- provided by publisher ""recent revelations about america's national security agency offer a stark reminder of the challenges posed by the rise of the digital age for american law these challenges refigure the meaning of autonomy and the meaning of the word ""social"" in an age of new modalities of surveillance and social interaction, as well as new reproductive technologies and the biotechnology revolution each of these developments seems to portend a world without privacy, or at least a world in which the meaning of privacy is radically transformed, both as a legal idea and a lived reality""-- provided by publisher","privacy, right of; surveillance detection","Privacy,Computer Law,Digital Rights,Information Technology,Right of,Surveillance,Cybersecurity,Computer Security,National Security,Civil Liberties,Data Protection","Privacy,Computer logic,Digital rights management,Information technology,Right of reply,Surveillance of,Behavioral cybersecurity,Computer security,National security,Equal rights amendments,Data protection",0.67,0.18,0.36,0.57,11.00
"duties to care : dementia, relationality, and law","""this series of books was founded by cambridge university press with alexander mccall smith as its first editor in 2003 it focuses on the law's complex and troubled relationship with medicine across both the developed and the developing world since the early 1990s, we have seen in many countries increasing resort to the courts by dissatisfied patients and a growing use of the courts to attempt to resolve intractable ethical dilemmas""-- provided by publisher",medical care; mental health laws; dementia; medical ethics; dementia; interpersonal relations,"Medical Decision Making,Medical Jurisprudence,Dementia,Elder Care Law,Elder Care,Medical Ethics,Long Term Care,Patient Rights,Personhood","Medical applications,Medical jurisprudence,Dementia,Reasonable care (Law),Home care,Medical ethics,Long-term care,Patient compliance,Self-esteem",0.40,0.22,0.47,0.66,9.00
constitutional and administrative law,"""constitutional and administrative law remains highly popular with undergraduates for its clear writing style, and the ease with which the author expertly guides the reader through the key principles of public law the sixth edition incorporates all significant new developments in this ever-changing area constitutional and administrative law includes a range of useful features to help students get to grips with the subject matter these include extensive further reading suggestions to support additional research, and a large number of self-test questions to help students reinforce their knowledge highly praised by students and lecturers alike, this book is a must for undergraduates of all levels <strong>online resource centre</strong> this book is accompanied by an online resource centre, offering the following useful resources: - twice-yearly updates, providing easy access to changes and developments in the law - annotated further reading, to help students select the books and journal ariticles which best suit their needs - a selection of web links to support additional research""--provided by publisher",constitutional law; constitutional law,"Legal research,Public law,Constitutional law,Law,Administrative procedure,Governmental powers,Administrative law,Jurisprudence,Civil service law","Legal research,Public law,Constitutional law,Law,Administrative procedure,Government,Administrative law,Jurisprudence,Civil service ethics",1.00,0.11,0.32,0.59,9.00
madison's music : on reading the first amendment,"""are you sitting down? it turns out that everything you learned about the first amendment is wrong for too long, we've been treating small, isolated snippets of the text as infallible gospel without looking at the masterpiece of the whole legal luminary burt neuborne argues that the structure of the first amendment as well as of the entire bill of rights was more intentional than most people realize, beginning with the internal freedom of conscience and working outward to freedom of expression and finally freedom of public association this design, neuborne argues, was not to protect discrete individual rights--such as the rights of corporations to spend unlimited amounts of money to influence elections--but to guarantee that the process of democracy continues without disenfranchisement, oppression, or injustice neuborne, who was the legal director of the aclu and has argued numerous cases before the supreme court, invites us to hear the ""music"" within the form and content of madison's carefully formulated text when we hear madison's music, a democratic ideal flowers in front of us, and we can see that the first amendment gives us the tools to fight for campaign finance reform, the right to vote, equal rights in the military, the right to be full citizens, and the right to prevent corporations from riding roughshod over the weakest among us neuborne gives us an eloquent lesson in democracy that informs and inspires""-- provided by publisher",civil rights; constitutional history,"Constitutional law,Political science,Bill of Rights,Campaign finance reform,Civil liberties,Democracy,Civil rights,First Amendment,Freedom of speech","Constitutional law,Political science,Bills of peace,Campaign promises,Equal rights amendments,Democracy,Civil rights,Freedom of expression,Freedom of speech",0.50,0.11,0.30,0.58,9.00
